Time,EcoregionName,EcoregionIndex,NumSites,AGB,
31, eco10,7,1861,20149.1, 
31, eco11,8,554,19002.6, 
31, eco12,9,71,28001.1, 
31, eco14,10,1,18507, 
31, eco16,11,3333,24097, 
31, eco17,12,7434,35134.3, 
31, eco18,13,2972,25980, 
31, eco19,14,2108,28051, 
31, eco20,15,39,25241.3, 
31, eco21,16,98,20909.3, 
31, eco22,17,695,28688, 
31, eco23,18,688,22226.5, 
31, eco24,19,567,25286, 
31, eco25,20,12,14194.3, 
31, eco26,21,860,20969, 
31, eco27,22,878,18649.7, 
31, eco28,23,746,19464.3, 
31, eco29,24,2644,23253.9, 
31, eco30,25,39,23865.8, 
32, eco1,0,32,22826.3, 
32, eco2,1,1239,13727.1, 
32, eco3,2,689,30875.7, 
32, eco4,3,23,20731.6, 
32, eco6,4,3,30494, 
32, eco7,5,44,20329.9, 
32, eco8,6,6,17941.5, 
32, eco10,7,1861,20443, 
32, eco11,8,554,19294.6, 
32, eco12,9,71,28355.6, 
32, eco14,10,1,18729, 
32, eco16,11,3333,24416.5, 
32, eco17,12,7434,35381.5, 
32, eco18,13,2972,26308.6, 
32, eco19,14,2108,28249.4, 
32, eco20,15,39,25569.4, 
32, eco21,16,98,21210.1, 
32, eco22,17,695,29197.7, 
32, eco23,18,688,22577, 
32, eco24,19,567,25633.5, 
32, eco25,20,12,14556.4, 
32, eco26,21,860,21206.3, 
32, eco27,22,878,18927.5, 
32, eco28,23,746,19776.5, 
32, eco29,24,2644,23458.4, 
32, eco30,25,39,24219.6, 
33, eco1,0,32,23159.4, 
33, eco2,1,1239,13953.1, 
33, eco3,2,689,31203, 
33, eco4,3,23,21032.3, 
33, eco6,4,3,30890.7, 
33, eco7,5,44,20608.6, 
33, eco8,6,6,18229.3, 
33, eco10,7,1861,20736.9, 
33, eco11,8,554,19586.9, 
33, eco12,9,71,28695, 
33, eco14,10,1,18949, 
33, eco16,11,3333,24731, 
33, eco17,12,7434,35619.3, 
33, eco18,13,2972,26632.2, 
33, eco19,14,2108,28440.3, 
33, eco20,15,39,25892.5, 
33, eco21,16,98,21503.1, 
33, eco22,17,695,29694.7, 
33, eco23,18,688,22926.2, 
33, eco24,19,567,25973.6, 
33, eco25,20,12,14907.9, 
33, eco26,21,860,21439.9, 
33, eco27,22,878,19204.7, 
33, eco28,23,746,20090.5, 
33, eco29,24,2644,23660.5, 
33, eco30,25,39,24571.6, 
34, eco1,0,32,23504.2, 
34, eco2,1,1239,14178.9, 
34, eco3,2,689,31520.1, 
34, eco4,3,23,21346, 
34, eco6,4,3,31279, 
34, eco7,5,44,20892.9, 
34, eco8,6,6,18502.2, 
34, eco10,7,1861,21031.3, 
34, eco11,8,554,19879.4, 
34, eco12,9,71,29024.5, 
34, eco14,10,1,19219, 
34, eco16,11,3333,25038.7, 
34, eco17,12,7434,35847.8, 
34, eco18,13,2972,26950.5, 
34, eco19,14,2108,28625.2, 
34, eco20,15,39,26216.5, 
34, eco21,16,98,21791, 
34, eco22,17,695,30179.5, 
34, eco23,18,688,23274.5, 
34, eco24,19,567,26303.1, 
34, eco25,20,12,15256.5, 
34, eco26,21,860,21672.3, 
34, eco27,22,878,19483.7, 
34, eco28,23,746,20402.3, 
34, eco29,24,2644,23858.4, 
34, eco30,25,39,24916.7, 
35, eco1,0,32,23868.8, 
35, eco2,1,1239,14405.5, 
35, eco3,2,689,31826.2, 
35, eco4,3,23,21654, 
35, eco6,4,3,31633.3, 
35, eco7,5,44,21172.3, 
35, eco8,6,6,18795.3, 
35, eco10,7,1861,21326.1, 
35, eco11,8,554,20170.2, 
35, eco12,9,71,29340.6, 
35, eco14,10,1,19499, 
35, eco16,11,3333,25340.9, 
35, eco17,12,7434,36067.1, 
35, eco18,13,2972,27263.7, 
35, eco19,14,2108,28803.4, 
35, eco20,15,39,26534.8, 
35, eco21,16,98,22076.6, 
35, eco22,17,695,30646.3, 
35, eco23,18,688,23622.3, 
35, eco24,19,567,26624.8, 
35, eco25,20,12,15592.6, 
35, eco26,21,860,21902, 
35, eco27,22,878,19763.2, 
35, eco28,23,746,20714.6, 
35, eco29,24,2644,24053.5, 
35, eco30,25,39,25257.3, 
36, eco1,0,32,24229.9, 
36, eco2,1,1239,14633.7, 
36, eco3,2,689,32120.4, 
36, eco4,3,23,21962.7, 
36, eco6,4,3,31977, 
36, eco7,5,44,21453.2, 
36, eco8,6,6,19067.8, 
36, eco10,7,1861,21621.6, 
36, eco11,8,554,20463.5, 
36, eco12,9,71,29653.8, 
36, eco14,10,1,19741, 
36, eco16,11,3333,25638, 
36, eco17,12,7434,36278.8, 
36, eco18,13,2972,27571.3, 
36, eco19,14,2108,28975.6, 
36, eco20,15,39,26852.9, 
36, eco21,16,98,22357.9, 
36, eco22,17,695,31093.7, 
36, eco23,18,688,23967.2, 
36, eco24,19,567,26935.3, 
36, eco25,20,12,15948.4, 
36, eco26,21,860,22130.4, 
36, eco27,22,878,20041.7, 
36, eco28,23,746,21025.9, 
36, eco29,24,2644,24245.3, 
36, eco30,25,39,25587.2, 
37, eco1,0,32,24575, 
37, eco2,1,1239,14862.3, 
37, eco3,2,689,32404.3, 
37, eco4,3,23,22269.9, 
37, eco6,4,3,32312, 
37, eco7,5,44,21734.2, 
37, eco8,6,6,19341.2, 
37, eco10,7,1861,21917.2, 
37, eco11,8,554,20754.6, 
37, eco12,9,71,29953.7, 
37, eco14,10,1,19981, 
37, eco16,11,3333,25929.8, 
37, eco17,12,7434,36482.6, 
37, eco18,13,2972,27873.7, 
37, eco19,14,2108,29142.3, 
37, eco20,15,39,27171.6, 
37, eco21,16,98,22633.1, 
37, eco22,17,695,31524.5, 
37, eco23,18,688,24315.2, 
37, eco24,19,567,27236.5, 
37, eco25,20,12,16300.2, 
37, eco26,21,860,22356, 
37, eco27,22,878,20321.7, 
37, eco28,23,746,21335.1, 
37, eco29,24,2644,24434.6, 
37, eco30,25,39,25912.2, 
38, eco1,0,32,24918.1, 
38, eco2,1,1239,15093.7, 
38, eco3,2,689,32674.8, 
38, eco4,3,23,22581.7, 
38, eco6,4,3,32637.3, 
38, eco7,5,44,22014.9, 
38, eco8,6,6,19614.5, 
38, eco10,7,1861,22213.7, 
38, eco11,8,554,21043.7, 
38, eco12,9,71,30250, 
38, eco14,10,1,20217, 
38, eco16,11,3333,26216.8, 
38, eco17,12,7434,36679.8, 
38, eco18,13,2972,28169.5, 
38, eco19,14,2108,29302.8, 
38, eco20,15,39,27483.2, 
38, eco21,16,98,22904.2, 
38, eco22,17,695,31938, 
38, eco23,18,688,24662.6, 
38, eco24,19,567,27529.7, 
38, eco25,20,12,16655.3, 
38, eco26,21,860,22579.5, 
38, eco27,22,878,20600.2, 
38, eco28,23,746,21642.9, 
38, eco29,24,2644,24622, 
38, eco30,25,39,26227.2, 
39, eco1,0,32,25259.8, 
39, eco2,1,1239,15325.7, 
39, eco3,2,689,32933.6, 
39, eco4,3,23,22900.6, 
39, eco6,4,3,32944.7, 
39, eco7,5,44,22295.8, 
39, eco8,6,6,19882, 
39, eco10,7,1861,22512.2, 
39, eco11,8,554,21334.8, 
39, eco12,9,71,30531, 
39, eco14,10,1,20491, 
39, eco16,11,3333,26498.7, 
39, eco17,12,7434,36869.2, 
39, eco18,13,2972,28460.4, 
39, eco19,14,2108,29459.5, 
39, eco20,15,39,27786.1, 
39, eco21,16,98,23163.2, 
39, eco22,17,695,32333.4, 
39, eco23,18,688,25008.2, 
39, eco24,19,567,27811.8, 
39, eco25,20,12,17008.6, 
39, eco26,21,860,22802.3, 
39, eco27,22,878,20880.9, 
39, eco28,23,746,21949.7, 
39, eco29,24,2644,24808.7, 
39, eco30,25,39,26538.5, 
40, eco1,0,32,25599.8, 
40, eco2,1,1239,15558.3, 
40, eco3,2,689,33177.2, 
40, eco4,3,23,23202.6, 
40, eco6,4,3,33256.3, 
40, eco7,5,44,22580.9, 
40, eco8,6,6,20166, 
40, eco10,7,1861,22810.5, 
40, eco11,8,554,21623.2, 
40, eco12,9,71,30807.4, 
40, eco14,10,1,20735, 
40, eco16,11,3333,26775.4, 
40, eco17,12,7434,37051.7, 
40, eco18,13,2972,28744.9, 
40, eco19,14,2108,29612, 
40, eco20,15,39,28091.1, 
40, eco21,16,98,23420.8, 
40, eco22,17,695,32712.9, 
40, eco23,18,688,25356.4, 
40, eco24,19,567,28082.8, 
40, eco25,20,12,17362.5, 
40, eco26,21,860,23021.8, 
40, eco27,22,878,21160.4, 
40, eco28,23,746,22254.9, 
40, eco29,24,2644,24994.6, 
40, eco30,25,39,26840.8, 
41, eco1,0,32,25946.5, 
41, eco2,1,1239,15793.5, 
41, eco3,2,689,33412.4, 
41, eco4,3,23,23520.4, 
41, eco6,4,3,33536, 
41, eco7,5,44,22861.8, 
41, eco8,6,6,20445.3, 
41, eco10,7,1861,23108.8, 
41, eco11,8,554,21910.8, 
41, eco12,9,71,31077.4, 
41, eco14,10,1,20971, 
41, eco16,11,3333,27047.3, 
41, eco17,12,7434,37227.2, 
41, eco18,13,2972,29024.5, 
41, eco19,14,2108,29760, 
41, eco20,15,39,28387.1, 
41, eco21,16,98,23676.8, 
41, eco22,17,695,33075.3, 
41, eco23,18,688,25703, 
41, eco24,19,567,28342.5, 
41, eco25,20,12,17707.3, 
41, eco26,21,860,23240.8, 
41, eco27,22,878,21439.3, 
41, eco28,23,746,22559.3, 
41, eco29,24,2644,25180.4, 
41, eco30,25,39,27141.6, 
42, eco1,0,32,26278.1, 
42, eco2,1,1239,16029.6, 
42, eco3,2,689,33634.7, 
42, eco4,3,23,23830.9, 
42, eco6,4,3,33810.3, 
42, eco7,5,44,23141, 
42, eco8,6,6,20706.8, 
42, eco10,7,1861,23407.9, 
42, eco11,8,554,22199.1, 
42, eco12,9,71,31336, 
42, eco14,10,1,21206, 
42, eco16,11,3333,27314, 
42, eco17,12,7434,37395.5, 
42, eco18,13,2972,29299, 
42, eco19,14,2108,29904.1, 
42, eco20,15,39,28680.2, 
42, eco21,16,98,23930.2, 
42, eco22,17,695,33420.5, 
42, eco23,18,688,26052.2, 
42, eco24,19,567,28592.8, 
42, eco25,20,12,18066, 
42, eco26,21,860,23459, 
42, eco27,22,878,21716.7, 
42, eco28,23,746,22861.5, 
42, eco29,24,2644,25366.7, 
42, eco30,25,39,27434.9, 
43, eco1,0,32,26598.9, 
43, eco2,1,1239,16266, 
43, eco3,2,689,33844.8, 
43, eco4,3,23,24134.1, 
43, eco6,4,3,34073.7, 
43, eco7,5,44,23416.6, 
43, eco8,6,6,20985, 
43, eco10,7,1861,23706.1, 
43, eco11,8,554,22485.1, 
43, eco12,9,71,31590.6, 
43, eco14,10,1,21436, 
43, eco16,11,3333,27577.8, 
43, eco17,12,7434,37556.5, 
43, eco18,13,2972,29566.6, 
43, eco19,14,2108,30044.6, 
43, eco20,15,39,28959.1, 
43, eco21,16,98,24180.5, 
43, eco22,17,695,33749.5, 
43, eco23,18,688,26400.3, 
43, eco24,19,567,28834.3, 
43, eco25,20,12,18411.5, 
43, eco26,21,860,23675, 
43, eco27,22,878,21996, 
43, eco28,23,746,23159.6, 
43, eco29,24,2644,25555.5, 
43, eco30,25,39,27720.2, 
44, eco1,0,32,26934.6, 
44, eco2,1,1239,16503.3, 
44, eco3,2,689,34043.3, 
44, eco4,3,23,24447.5, 
44, eco6,4,3,34314.7, 
44, eco7,5,44,23693.7, 
44, eco8,6,6,21261.3, 
44, eco10,7,1861,24004.1, 
44, eco11,8,554,22771.2, 
44, eco12,9,71,31834.5, 
44, eco14,10,1,21665, 
44, eco16,11,3333,27836.8, 
44, eco17,12,7434,37709.6, 
44, eco18,13,2972,29827.6, 
44, eco19,14,2108,30181.6, 
44, eco20,15,39,29231.7, 
44, eco21,16,98,24422.5, 
44, eco22,17,695,34061.5, 
44, eco23,18,688,26747.5, 
44, eco24,19,567,29067, 
44, eco25,20,12,18766.8, 
44, eco26,21,860,23888.6, 
44, eco27,22,878,22273.3, 
44, eco28,23,746,23455.3, 
44, eco29,24,2644,25745.4, 
44, eco30,25,39,28009.1, 
45, eco1,0,32,27253.7, 
45, eco2,1,1239,16741.4, 
45, eco3,2,689,34230.6, 
45, eco4,3,23,24751.7, 
45, eco6,4,3,34529.3, 
45, eco7,5,44,23972.3, 
45, eco8,6,6,21520.3, 
45, eco10,7,1861,24301.9, 
45, eco11,8,554,23057.2, 
45, eco12,9,71,32074.5, 
45, eco14,10,1,21883, 
45, eco16,11,3333,28092.7, 
45, eco17,12,7434,37859.4, 
45, eco18,13,2972,30082.9, 
45, eco19,14,2108,30317.2, 
45, eco20,15,39,29491.6, 
45, eco21,16,98,24664.9, 
45, eco22,17,695,34357.3, 
45, eco23,18,688,27096.4, 
45, eco24,19,567,29293.7, 
45, eco25,20,12,19143.5, 
45, eco26,21,860,24101.9, 
45, eco27,22,878,22550.1, 
45, eco28,23,746,23751.8, 
45, eco29,24,2644,25938.7, 
45, eco30,25,39,28287.9, 
46, eco1,0,32,27580.4, 
46, eco2,1,1239,16981.5, 
46, eco3,2,689,34408.3, 
46, eco4,3,23,25067, 
46, eco6,4,3,34719.3, 
46, eco7,5,44,24254.3, 
46, eco8,6,6,21772, 
46, eco10,7,1861,24600.1, 
46, eco11,8,554,23347.3, 
46, eco12,9,71,32294.6, 
46, eco14,10,1,22101, 
46, eco16,11,3333,28345.5, 
46, eco17,12,7434,38003, 
46, eco18,13,2972,30332.4, 
46, eco19,14,2108,30451.4, 
46, eco20,15,39,29742.7, 
46, eco21,16,98,24899.8, 
46, eco22,17,695,34639.5, 
46, eco23,18,688,27444.7, 
46, eco24,19,567,29513.3, 
46, eco25,20,12,19500.8, 
46, eco26,21,860,24315, 
46, eco27,22,878,22826.6, 
46, eco28,23,746,24044.2, 
46, eco29,24,2644,26134.7, 
46, eco30,25,39,28572.4, 
47, eco1,0,32,27896.6, 
47, eco2,1,1239,17223.7, 
47, eco3,2,689,34575.7, 
47, eco4,3,23,25373, 
47, eco6,4,3,34896, 
47, eco7,5,44,24535, 
47, eco8,6,6,22020.5, 
47, eco10,7,1861,24897.7, 
47, eco11,8,554,23638.4, 
47, eco12,9,71,32508.2, 
47, eco14,10,1,22309, 
47, eco16,11,3333,28595.6, 
47, eco17,12,7434,38141.2, 
47, eco18,13,2972,30574.5, 
47, eco19,14,2108,30583.9, 
47, eco20,15,39,29987.6, 
47, eco21,16,98,25138.5, 
47, eco22,17,695,34906.8, 
47, eco23,18,688,27793.4, 
47, eco24,19,567,29729.2, 
47, eco25,20,12,19846.3, 
47, eco26,21,860,24528.5, 
47, eco27,22,878,23102, 
47, eco28,23,746,24335.2, 
47, eco29,24,2644,26334.6, 
47, eco30,25,39,28840.4, 
48, eco1,0,32,28200.9, 
48, eco2,1,1239,17466.4, 
48, eco3,2,689,34735.6, 
48, eco4,3,23,25683, 
48, eco6,4,3,35073.3, 
48, eco7,5,44,24815.7, 
48, eco8,6,6,22253.8, 
48, eco10,7,1861,25194.3, 
48, eco11,8,554,23929, 
48, eco12,9,71,32719.1, 
48, eco14,10,1,22549, 
48, eco16,11,3333,28842.6, 
48, eco17,12,7434,38274.5, 
48, eco18,13,2972,30810.5, 
48, eco19,14,2108,30717.1, 
48, eco20,15,39,30224.8, 
48, eco21,16,98,25377.3, 
48, eco22,17,695,35160.6, 
48, eco23,18,688,28136.8, 
48, eco24,19,567,29939.4, 
48, eco25,20,12,20193.3, 
48, eco26,21,860,24740, 
48, eco27,22,878,23373.6, 
48, eco28,23,746,24623.4, 
48, eco29,24,2644,26536.7, 
48, eco30,25,39,29113.4, 
49, eco1,0,32,28511.8, 
49, eco2,1,1239,17711.1, 
49, eco3,2,689,34888.3, 
49, eco4,3,23,26008.1, 
49, eco6,4,3,35226.7, 
49, eco7,5,44,25096.7, 
49, eco8,6,6,22490.2, 
49, eco10,7,1861,25488.7, 
49, eco11,8,554,24222.7, 
49, eco12,9,71,32918.8, 
49, eco14,10,1,22758, 
49, eco16,11,3333,29086.5, 
49, eco17,12,7434,38402.5, 
49, eco18,13,2972,31039.3, 
49, eco19,14,2108,30849.2, 
49, eco20,15,39,30451.5, 
49, eco21,16,98,25609.8, 
49, eco22,17,695,35402.1, 
49, eco23,18,688,28476.8, 
49, eco24,19,567,30143.9, 
49, eco25,20,12,20544.1, 
49, eco26,21,860,24951.7, 
49, eco27,22,878,23642.9, 
49, eco28,23,746,24911.9, 
49, eco29,24,2644,26740.8, 
49, eco30,25,39,29373.2, 
50, eco1,0,32,28805.8, 
50, eco2,1,1239,17956.8, 
50, eco3,2,689,35034.4, 
50, eco4,3,23,26314.4, 
50, eco6,4,3,35379, 
50, eco7,5,44,25377.5, 
50, eco8,6,6,22727, 
50, eco10,7,1861,25778.6, 
50, eco11,8,554,24519.4, 
50, eco12,9,71,33105.6, 
50, eco14,10,1,22963, 
50, eco16,11,3333,29326.2, 
50, eco17,12,7434,38525.5, 
50, eco18,13,2972,31260.3, 
50, eco19,14,2108,30981.7, 
50, eco20,15,39,30670.6, 
50, eco21,16,98,25841.6, 
50, eco22,17,695,35632.1, 
50, eco23,18,688,28810.4, 
50, eco24,19,567,30346.5, 
50, eco25,20,12,20897.8, 
50, eco26,21,860,25161.4, 
50, eco27,22,878,23909.4, 
50, eco28,23,746,25197.3, 
50, eco29,24,2644,26948.3, 
50, eco30,25,39,29632.5, 
51, eco1,0,32,29106.3, 
51, eco2,1,1239,18203.8, 
51, eco3,2,689,35174.3, 
51, eco4,3,23,26627.7, 
51, eco6,4,3,35521, 
51, eco7,5,44,25661.3, 
51, eco8,6,6,22951.2, 
51, eco10,7,1861,26069.9, 
51, eco11,8,554,24818, 
51, eco12,9,71,33287, 
51, eco14,10,1,23171, 
51, eco16,11,3333,29564.4, 
51, eco17,12,7434,38644.7, 
51, eco18,13,2972,31476.2, 
51, eco19,14,2108,31113.6, 
51, eco20,15,39,30876.1, 
51, eco21,16,98,26072.3, 
51, eco22,17,695,35851.7, 
51, eco23,18,688,29138.3, 
51, eco24,19,567,30541.4, 
51, eco25,20,12,21261.8, 
51, eco26,21,860,25374.1, 
51, eco27,22,878,24176.9, 
51, eco28,23,746,25480.7, 
51, eco29,24,2644,27160.1, 
51, eco30,25,39,29884.5, 
52, eco1,0,32,29402.5, 
52, eco2,1,1239,18450.7, 
52, eco3,2,689,35309.1, 
52, eco4,3,23,26943.2, 
52, eco6,4,3,35648.3, 
52, eco7,5,44,25945.1, 
52, eco8,6,6,23184.3, 
52, eco10,7,1861,26358.3, 
52, eco11,8,554,25117.2, 
52, eco12,9,71,33454.3, 
52, eco14,10,1,23368, 
52, eco16,11,3333,29799.5, 
52, eco17,12,7434,38758.7, 
52, eco18,13,2972,31686.6, 
52, eco19,14,2108,31245.5, 
52, eco20,15,39,31074.5, 
52, eco21,16,98,26299.4, 
52, eco22,17,695,36062, 
52, eco23,18,688,29461.3, 
52, eco24,19,567,30735.2, 
52, eco25,20,12,21604.7, 
52, eco26,21,860,25584.4, 
52, eco27,22,878,24441, 
52, eco28,23,746,25761.9, 
52, eco29,24,2644,27374.8, 
52, eco30,25,39,30139.9, 
53, eco1,0,32,29689.6, 
53, eco2,1,1239,18698.6, 
53, eco3,2,689,35437.8, 
53, eco4,3,23,27247.3, 
53, eco6,4,3,35776, 
53, eco7,5,44,26228.8, 
53, eco8,6,6,23426.2, 
53, eco10,7,1861,26641.9, 
53, eco11,8,554,25416.9, 
53, eco12,9,71,33614.7, 
53, eco14,10,1,23573, 
53, eco16,11,3333,30031.1, 
53, eco17,12,7434,38868.6, 
53, eco18,13,2972,31889.4, 
53, eco19,14,2108,31377.6, 
53, eco20,15,39,31267, 
53, eco21,16,98,26519.1, 
53, eco22,17,695,36265, 
53, eco23,18,688,29775.7, 
53, eco24,19,567,30924.1, 
53, eco25,20,12,21954.1, 
53, eco26,21,860,25791.9, 
53, eco27,22,878,24703.7, 
53, eco28,23,746,26041, 
53, eco29,24,2644,27590.9, 
53, eco30,25,39,30383.3, 
54, eco1,0,32,29977.5, 
54, eco2,1,1239,18946.6, 
54, eco3,2,689,35562.3, 
54, eco4,3,23,27555.6, 
54, eco6,4,3,35896.3, 
54, eco7,5,44,26505.1, 
54, eco8,6,6,23649.7, 
54, eco10,7,1861,26923.8, 
54, eco11,8,554,25719.2, 
54, eco12,9,71,33762.4, 
54, eco14,10,1,23796, 
54, eco16,11,3333,30259, 
54, eco17,12,7434,38975, 
54, eco18,13,2972,32084.7, 
54, eco19,14,2108,31508.3, 
54, eco20,15,39,31449.6, 
54, eco21,16,98,26744.2, 
54, eco22,17,695,36461.6, 
54, eco23,18,688,30083, 
54, eco24,19,567,31109.3, 
54, eco25,20,12,22302.8, 
54, eco26,21,860,26000.3, 
54, eco27,22,878,24964.2, 
54, eco28,23,746,26317.7, 
54, eco29,24,2644,27810.1, 
54, eco30,25,39,30620.4, 
55, eco1,0,32,30247.6, 
55, eco2,1,1239,19196.9, 
55, eco3,2,689,35683.3, 
55, eco4,3,23,27873.3, 
55, eco6,4,3,36005.7, 
55, eco7,5,44,26788.5, 
55, eco8,6,6,23897.5, 
55, eco10,7,1861,27201.9, 
55, eco11,8,554,26020.8, 
55, eco12,9,71,33902.1, 
55, eco14,10,1,23992, 
55, eco16,11,3333,30483.3, 
55, eco17,12,7434,39077.9, 
55, eco18,13,2972,32274, 
55, eco19,14,2108,31639.7, 
55, eco20,15,39,31619.3, 
55, eco21,16,98,26963.1, 
55, eco22,17,695,36653.2, 
55, eco23,18,688,30380.7, 
55, eco24,19,567,31290.9, 
55, eco25,20,12,22649.6, 
55, eco26,21,860,26206.9, 
55, eco27,22,878,25221.2, 
55, eco28,23,746,26593.8, 
55, eco29,24,2644,28032, 
55, eco30,25,39,30851.3, 
56, eco1,0,32,30513.8, 
56, eco2,1,1239,19448.1, 
56, eco3,2,689,35799.2, 
56, eco4,3,23,28183.9, 
56, eco6,4,3,36119.7, 
56, eco7,5,44,27067.5, 
56, eco8,6,6,24138.3, 
56, eco10,7,1861,27473.6, 
56, eco11,8,554,26321.2, 
56, eco12,9,71,34031.8, 
56, eco14,10,1,24281, 
56, eco16,11,3333,30703.9, 
56, eco17,12,7434,39178, 
56, eco18,13,2972,32456.2, 
56, eco19,14,2108,31769.8, 
56, eco20,15,39,31783, 
56, eco21,16,98,27182.7, 
56, eco22,17,695,36838.7, 
56, eco23,18,688,30670.2, 
56, eco24,19,567,31469.1, 
56, eco25,20,12,22996.7, 
56, eco26,21,860,26411.1, 
56, eco27,22,878,25476.1, 
56, eco28,23,746,26868.1, 
56, eco29,24,2644,28255.3, 
56, eco30,25,39,31074.6, 
57, eco1,0,32,30769.9, 
57, eco2,1,1239,19699.6, 
57, eco3,2,689,35911.8, 
57, eco4,3,23,28485.6, 
57, eco6,4,3,36221.7, 
57, eco7,5,44,27343.6, 
57, eco8,6,6,24363.3, 
57, eco10,7,1861,27739.8, 
57, eco11,8,554,26620.8, 
57, eco12,9,71,34152.3, 
57, eco14,10,1,24510, 
57, eco16,11,3333,30921.4, 
57, eco17,12,7434,39275.8, 
57, eco18,13,2972,32633.4, 
57, eco19,14,2108,31898, 
57, eco20,15,39,31937.5, 
57, eco21,16,98,27395.3, 
57, eco22,17,695,37018.6, 
57, eco23,18,688,30947.3, 
57, eco24,19,567,31645, 
57, eco25,20,12,23343, 
57, eco26,21,860,26611.8, 
57, eco27,22,878,25728.2, 
57, eco28,23,746,27139.9, 
57, eco29,24,2644,28479.5, 
57, eco30,25,39,31290.5, 
58, eco1,0,32,31008.9, 
58, eco2,1,1239,19952.9, 
58, eco3,2,689,36021.2, 
58, eco4,3,23,28785.7, 
58, eco6,4,3,36329.3, 
58, eco7,5,44,27623.3, 
58, eco8,6,6,24599.8, 
58, eco10,7,1861,28002.5, 
58, eco11,8,554,26918.8, 
58, eco12,9,71,34269.2, 
58, eco14,10,1,24770, 
58, eco16,11,3333,31135.1, 
58, eco17,12,7434,39371, 
58, eco18,13,2972,32804.1, 
58, eco19,14,2108,32026.4, 
58, eco20,15,39,32086.6, 
58, eco21,16,98,27609.1, 
58, eco22,17,695,37194.3, 
58, eco23,18,688,31213.5, 
58, eco24,19,567,31817.2, 
58, eco25,20,12,23687.6, 
58, eco26,21,860,26811.8, 
58, eco27,22,878,25977.5, 
58, eco28,23,746,27405.9, 
58, eco29,24,2644,28704, 
58, eco30,25,39,31500.3, 
59, eco1,0,32,31245.3, 
59, eco2,1,1239,20206, 
59, eco3,2,689,36126.2, 
59, eco4,3,23,29089.3, 
59, eco6,4,3,36425, 
59, eco7,5,44,27897.8, 
59, eco8,6,6,24845, 
59, eco10,7,1861,28259.3, 
59, eco11,8,554,27213.4, 
59, eco12,9,71,34374.7, 
59, eco14,10,1,24999, 
59, eco16,11,3333,31344.7, 
59, eco17,12,7434,39464.6, 
59, eco18,13,2972,32969.4, 
59, eco19,14,2108,32154.3, 
59, eco20,15,39,32224.2, 
59, eco21,16,98,27825.4, 
59, eco22,17,695,37365.9, 
59, eco23,18,688,31469.2, 
59, eco24,19,567,31987, 
59, eco25,20,12,24022, 
59, eco26,21,860,27009.3, 
59, eco27,22,878,26223.4, 
59, eco28,23,746,27669.9, 
59, eco29,24,2644,28927.8, 
59, eco30,25,39,31701.2, 
60, eco1,0,32,31463.9, 
60, eco2,1,1239,20458.9, 
60, eco3,2,689,36227.3, 
60, eco4,3,23,29385.4, 
60, eco6,4,3,36512, 
60, eco7,5,44,28171.2, 
60, eco8,6,6,25111, 
60, eco10,7,1861,28510.1, 
60, eco11,8,554,27506.9, 
60, eco12,9,71,34472.7, 
60, eco14,10,1,25228, 
60, eco16,11,3333,31549.4, 
60, eco17,12,7434,39556.7, 
60, eco18,13,2972,33127.9, 
60, eco19,14,2108,32279.3, 
60, eco20,15,39,32345.9, 
60, eco21,16,98,28038.2, 
60, eco22,17,695,37531.7, 
60, eco23,18,688,31708.7, 
60, eco24,19,567,32148.5, 
60, eco25,20,12,24347.5, 
60, eco26,21,860,27201.3, 
60, eco27,22,878,26464.5, 
60, eco28,23,746,27926.4, 
60, eco29,24,2644,29151.5, 
60, eco30,25,39,31882.7, 
61, eco1,0,32,31680.6, 
61, eco2,1,1239,20714.6, 
61, eco3,2,689,36326.3, 
61, eco4,3,23,29679, 
61, eco6,4,3,36616.3, 
61, eco7,5,44,28440.3, 
61, eco8,6,6,25348.5, 
61, eco10,7,1861,28758, 
61, eco11,8,554,27796.2, 
61, eco12,9,71,34567.3, 
61, eco14,10,1,25452, 
61, eco16,11,3333,31752.8, 
61, eco17,12,7434,39647.5, 
61, eco18,13,2972,33284, 
61, eco19,14,2108,32406.4, 
61, eco20,15,39,32476, 
61, eco21,16,98,28254.2, 
61, eco22,17,695,37693.9, 
61, eco23,18,688,31942.5, 
61, eco24,19,567,32311.3, 
61, eco25,20,12,24697.7, 
61, eco26,21,860,27393.5, 
61, eco27,22,878,26706.6, 
61, eco28,23,746,28181.4, 
61, eco29,24,2644,29376, 
61, eco30,25,39,32065.7, 
62, eco1,0,32,31888.8, 
62, eco2,1,1239,20972.1, 
62, eco3,2,689,36421.2, 
62, eco4,3,23,29970.9, 
62, eco6,4,3,36705.7, 
62, eco7,5,44,28710.8, 
62, eco8,6,6,25587.5, 
62, eco10,7,1861,29002.2, 
62, eco11,8,554,28082.1, 
62, eco12,9,71,34656.2, 
62, eco14,10,1,25667, 
62, eco16,11,3333,31952.8, 
62, eco17,12,7434,39736.4, 
62, eco18,13,2972,33435.1, 
62, eco19,14,2108,32532.2, 
62, eco20,15,39,32601.1, 
62, eco21,16,98,28467.5, 
62, eco22,17,695,37851.2, 
62, eco23,18,688,32165.3, 
62, eco24,19,567,32471.4, 
62, eco25,20,12,25018.4, 
62, eco26,21,860,27583.9, 
62, eco27,22,878,26946.9, 
62, eco28,23,746,28432.4, 
