Time,EcoregionName,EcoregionIndex,NumSites,AGB,
62, eco29,24,2644,29599.2, 
62, eco30,25,39,32240.4, 
63, eco1,0,32,32083.7, 
63, eco2,1,1239,21229.4, 
63, eco3,2,689,36512.5, 
63, eco4,3,23,30253.2, 
63, eco6,4,3,36799.3, 
63, eco7,5,44,28969.2, 
63, eco8,6,6,25849.2, 
63, eco10,7,1861,29240.2, 
63, eco11,8,554,28365.1, 
63, eco12,9,71,34740.4, 
63, eco14,10,1,25883, 
63, eco16,11,3333,32148.5, 
63, eco17,12,7434,39823.9, 
63, eco18,13,2972,33582.2, 
63, eco19,14,2108,32658.1, 
63, eco20,15,39,32721.3, 
63, eco21,16,98,28677.7, 
63, eco22,17,695,38004.3, 
63, eco23,18,688,32376.6, 
63, eco24,19,567,32627.5, 
63, eco25,20,12,25335.1, 
63, eco26,21,860,27770.4, 
63, eco27,22,878,27183.4, 
63, eco28,23,746,28679.4, 
63, eco29,24,2644,29821.3, 
63, eco30,25,39,32410.1, 
64, eco1,0,32,32276.5, 
64, eco2,1,1239,21486.7, 
64, eco3,2,689,36600.2, 
64, eco4,3,23,30524.4, 
64, eco6,4,3,36881.7, 
64, eco7,5,44,29228.8, 
64, eco8,6,6,26103.7, 
64, eco10,7,1861,29473.9, 
64, eco11,8,554,28645.1, 
64, eco12,9,71,34820.1, 
64, eco14,10,1,26091, 
64, eco16,11,3333,32340.1, 
64, eco17,12,7434,39909.5, 
64, eco18,13,2972,33724.8, 
64, eco19,14,2108,32783, 
64, eco20,15,39,32839.8, 
64, eco21,16,98,28886.8, 
64, eco22,17,695,38152.1, 
64, eco23,18,688,32577.4, 
64, eco24,19,567,32780, 
64, eco25,20,12,25649.6, 
64, eco26,21,860,27955, 
64, eco27,22,878,27419.6, 
64, eco28,23,746,28923, 
64, eco29,24,2644,30041.8, 
64, eco30,25,39,32573.8, 
65, eco1,0,32,32464.6, 
65, eco2,1,1239,21745.2, 
65, eco3,2,689,36685.2, 
65, eco4,3,23,30789.2, 
65, eco6,4,3,36973, 
65, eco7,5,44,29482, 
65, eco8,6,6,26363.3, 
65, eco10,7,1861,29702, 
65, eco11,8,554,28917.8, 
65, eco12,9,71,34893.2, 
65, eco14,10,1,26288, 
65, eco16,11,3333,32526.9, 
65, eco17,12,7434,39993.7, 
65, eco18,13,2972,33863.1, 
65, eco19,14,2108,32907.1, 
65, eco20,15,39,32956.6, 
65, eco21,16,98,29095.5, 
65, eco22,17,695,38295.9, 
65, eco23,18,688,32768.9, 
65, eco24,19,567,32931.3, 
65, eco25,20,12,25967.7, 
65, eco26,21,860,28137.7, 
65, eco27,22,878,27653.8, 
65, eco28,23,746,29161.8, 
65, eco29,24,2644,30258.7, 
65, eco30,25,39,32732.9, 
66, eco1,0,32,32637, 
66, eco2,1,1239,22005, 
66, eco3,2,689,36767.4, 
66, eco4,3,23,31042.5, 
66, eco6,4,3,37054, 
66, eco7,5,44,29726, 
66, eco8,6,6,26626.8, 
66, eco10,7,1861,29926.9, 
66, eco11,8,554,29185.6, 
66, eco12,9,71,34966.6, 
66, eco14,10,1,26480, 
66, eco16,11,3333,32710.7, 
66, eco17,12,7434,40075.7, 
66, eco18,13,2972,33997.8, 
66, eco19,14,2108,33030.5, 
66, eco20,15,39,33075, 
66, eco21,16,98,29304.8, 
66, eco22,17,695,38436.1, 
66, eco23,18,688,32950.5, 
66, eco24,19,567,33079.8, 
66, eco25,20,12,26270.2, 
66, eco26,21,860,28317.5, 
66, eco27,22,878,27883.8, 
66, eco28,23,746,29395.6, 
66, eco29,24,2644,30473.2, 
66, eco30,25,39,32882.7, 
67, eco1,0,32,32802.7, 
67, eco2,1,1239,22265.4, 
67, eco3,2,689,36846.4, 
67, eco4,3,23,31294.2, 
67, eco6,4,3,37133.7, 
67, eco7,5,44,29970.5, 
67, eco8,6,6,26893.5, 
67, eco10,7,1861,30147.2, 
67, eco11,8,554,29446.4, 
67, eco12,9,71,35038, 
67, eco14,10,1,26664, 
67, eco16,11,3333,32889.8, 
67, eco17,12,7434,40155.7, 
67, eco18,13,2972,34129.2, 
67, eco19,14,2108,33153.3, 
67, eco20,15,39,33184.3, 
67, eco21,16,98,29515.5, 
67, eco22,17,695,38571.1, 
67, eco23,18,688,33123.2, 
67, eco24,19,567,33224.7, 
67, eco25,20,12,26571.5, 
67, eco26,21,860,28493.6, 
67, eco27,22,878,28112.7, 
67, eco28,23,746,29625.6, 
67, eco29,24,2644,30685.6, 
67, eco30,25,39,33031.3, 
68, eco1,0,32,32964.4, 
68, eco2,1,1239,22527.5, 
68, eco3,2,689,36922.3, 
68, eco4,3,23,31533.4, 
68, eco6,4,3,37213.3, 
68, eco7,5,44,30202.9, 
68, eco8,6,6,27162.8, 
68, eco10,7,1861,30360.7, 
68, eco11,8,554,29698.9, 
68, eco12,9,71,35106.1, 
68, eco14,10,1,26842, 
68, eco16,11,3333,33064.1, 
68, eco17,12,7434,40233.4, 
68, eco18,13,2972,34256.8, 
68, eco19,14,2108,33275.4, 
68, eco20,15,39,33294.8, 
68, eco21,16,98,29728, 
68, eco22,17,695,38702.2, 
68, eco23,18,688,33286, 
68, eco24,19,567,33367.4, 
68, eco25,20,12,26875.9, 
68, eco26,21,860,28666.8, 
68, eco27,22,878,28338.7, 
68, eco28,23,746,29853.5, 
68, eco29,24,2644,30893.3, 
68, eco30,25,39,33171.6, 
69, eco1,0,32,33125.8, 
69, eco2,1,1239,22789.2, 
69, eco3,2,689,36995.8, 
69, eco4,3,23,31762.7, 
69, eco6,4,3,37293.7, 
69, eco7,5,44,30429.5, 
69, eco8,6,6,27452.5, 
69, eco10,7,1861,30568.8, 
69, eco11,8,554,29944.3, 
69, eco12,9,71,35170.4, 
69, eco14,10,1,27061, 
69, eco16,11,3333,33233.6, 
69, eco17,12,7434,40308.5, 
69, eco18,13,2972,34381.5, 
69, eco19,14,2108,33396.7, 
69, eco20,15,39,33406.4, 
69, eco21,16,98,29941.6, 
69, eco22,17,695,38829.5, 
69, eco23,18,688,33442.1, 
69, eco24,19,567,33510, 
69, eco25,20,12,27182.7, 
69, eco26,21,860,28836.9, 
69, eco27,22,878,28561.8, 
69, eco28,23,746,30076.3, 
69, eco29,24,2644,31097, 
69, eco30,25,39,33307.4, 
70, eco1,0,32,33271.6, 
70, eco2,1,1239,23052.1, 
70, eco3,2,689,37065.4, 
70, eco4,3,23,31980.3, 
70, eco6,4,3,37381, 
70, eco7,5,44,30644.5, 
70, eco8,6,6,27710.5, 
70, eco10,7,1861,30772.4, 
70, eco11,8,554,30174.4, 
70, eco12,9,71,35232.2, 
70, eco14,10,1,27249, 
70, eco16,11,3333,33397.5, 
70, eco17,12,7434,40380.8, 
70, eco18,13,2972,34502.1, 
70, eco19,14,2108,33516.7, 
70, eco20,15,39,33511.6, 
70, eco21,16,98,30154.6, 
70, eco22,17,695,38951.5, 
70, eco23,18,688,33588.2, 
70, eco24,19,567,33650, 
70, eco25,20,12,27459.9, 
70, eco26,21,860,28998.2, 
70, eco27,22,878,28778.9, 
70, eco28,23,746,30295.6, 
70, eco29,24,2644,31296.2, 
70, eco30,25,39,33434.4, 
71, eco1,0,32,33412.4, 
71, eco2,1,1239,23314.1, 
71, eco3,2,689,37133.7, 
71, eco4,3,23,32183.4, 
71, eco6,4,3,37460, 
71, eco7,5,44,30856.2, 
71, eco8,6,6,27967.2, 
71, eco10,7,1861,30971.7, 
71, eco11,8,554,30404, 
71, eco12,9,71,35291.2, 
71, eco14,10,1,27428, 
71, eco16,11,3333,33558.5, 
71, eco17,12,7434,40451.8, 
71, eco18,13,2972,34621.2, 
71, eco19,14,2108,33638, 
71, eco20,15,39,33620.6, 
71, eco21,16,98,30368.3, 
71, eco22,17,695,39069.1, 
71, eco23,18,688,33727.9, 
71, eco24,19,567,33787.9, 
71, eco25,20,12,27736.8, 
71, eco26,21,860,29162, 
71, eco27,22,878,28996.4, 
71, eco28,23,746,30510.5, 
71, eco29,24,2644,31490.5, 
71, eco30,25,39,33562.6, 
72, eco1,0,32,33545.7, 
72, eco2,1,1239,23578.3, 
72, eco3,2,689,37199.8, 
72, eco4,3,23,32385, 
72, eco6,4,3,37532.7, 
72, eco7,5,44,31056.1, 
72, eco8,6,6,28221.2, 
72, eco10,7,1861,31164.2, 
72, eco11,8,554,30625.3, 
72, eco12,9,71,35349.1, 
72, eco14,10,1,27599, 
72, eco16,11,3333,33715.2, 
72, eco17,12,7434,40521.1, 
72, eco18,13,2972,34737.1, 
72, eco19,14,2108,33758.4, 
72, eco20,15,39,33722.7, 
72, eco21,16,98,30581.3, 
72, eco22,17,695,39183.2, 
72, eco23,18,688,33862.3, 
72, eco24,19,567,33921.8, 
72, eco25,20,12,28016, 
72, eco26,21,860,29320.4, 
72, eco27,22,878,29209.2, 
72, eco28,23,746,30720.8, 
72, eco29,24,2644,31681, 
72, eco30,25,39,33692.8, 
73, eco1,0,32,33677.2, 
73, eco2,1,1239,23840.7, 
73, eco3,2,689,37263, 
73, eco4,3,23,32571.2, 
73, eco6,4,3,37606.7, 
73, eco7,5,44,31251.8, 
73, eco8,6,6,28477.7, 
73, eco10,7,1861,31351.3, 
73, eco11,8,554,30840.3, 
73, eco12,9,71,35405.9, 
73, eco14,10,1,27814, 
73, eco16,11,3333,33866.9, 
73, eco17,12,7434,40588, 
73, eco18,13,2972,34850.9, 
73, eco19,14,2108,33878.5, 
73, eco20,15,39,33826.6, 
73, eco21,16,98,30790.7, 
73, eco22,17,695,39292.7, 
73, eco23,18,688,33989.5, 
73, eco24,19,567,34056.5, 
73, eco25,20,12,28297.9, 
73, eco26,21,860,29474.1, 
73, eco27,22,878,29417, 
73, eco28,23,746,30927.7, 
73, eco29,24,2644,31864.3, 
73, eco30,25,39,33817.8, 
74, eco1,0,32,33800.6, 
74, eco2,1,1239,24102.5, 
74, eco3,2,689,37322.6, 
74, eco4,3,23,32750.7, 
74, eco6,4,3,37682.7, 
74, eco7,5,44,31435.1, 
74, eco8,6,6,28748.3, 
74, eco10,7,1861,31533, 
74, eco11,8,554,31044.4, 
74, eco12,9,71,35461.7, 
74, eco14,10,1,27997, 
74, eco16,11,3333,34014.4, 
74, eco17,12,7434,40653.6, 
74, eco18,13,2972,34961.9, 
74, eco19,14,2108,33996.8, 
74, eco20,15,39,33927.7, 
74, eco21,16,98,30999.4, 
74, eco22,17,695,39398, 
74, eco23,18,688,34111, 
74, eco24,19,567,34188.6, 
74, eco25,20,12,28565.6, 
74, eco26,21,860,29623.8, 
74, eco27,22,878,29620.6, 
74, eco28,23,746,31131.7, 
74, eco29,24,2644,32042.7, 
74, eco30,25,39,33934.2, 
75, eco1,0,32,33918.7, 
75, eco2,1,1239,24364.5, 
75, eco3,2,689,37379.6, 
75, eco4,3,23,32915.5, 
75, eco6,4,3,37752.3, 
75, eco7,5,44,31606.6, 
75, eco8,6,6,29002, 
75, eco10,7,1861,31707.3, 
75, eco11,8,554,31240.3, 
75, eco12,9,71,35511.1, 
75, eco14,10,1,28165, 
75, eco16,11,3333,34156.8, 
75, eco17,12,7434,40717.8, 
75, eco18,13,2972,35071.3, 
75, eco19,14,2108,34114.7, 
75, eco20,15,39,34028.4, 
75, eco21,16,98,31209.2, 
75, eco22,17,695,39500.1, 
75, eco23,18,688,34227.4, 
75, eco24,19,567,34318.8, 
75, eco25,20,12,28817.8, 
75, eco26,21,860,29769.2, 
75, eco27,22,878,29818.1, 
75, eco28,23,746,31330.2, 
75, eco29,24,2644,32215.5, 
75, eco30,25,39,34050.2, 
76, eco1,0,32,34031.3, 
76, eco2,1,1239,24623.5, 
76, eco3,2,689,37434.6, 
76, eco4,3,23,33077.2, 
76, eco6,4,3,37821.7, 
76, eco7,5,44,31773.7, 
76, eco8,6,6,29261.3, 
76, eco10,7,1861,31875.7, 
76, eco11,8,554,31428.3, 
76, eco12,9,71,35556, 
76, eco14,10,1,28331, 
76, eco16,11,3333,34295.4, 
76, eco17,12,7434,40779.8, 
76, eco18,13,2972,35177.9, 
76, eco19,14,2108,34230.9, 
76, eco20,15,39,34127.2, 
76, eco21,16,98,31414.4, 
76, eco22,17,695,39598.6, 
76, eco23,18,688,34337.1, 
76, eco24,19,567,34446.7, 
76, eco25,20,12,29067.7, 
76, eco26,21,860,29911, 
76, eco27,22,878,30013.9, 
76, eco28,23,746,31525, 
76, eco29,24,2644,32382.3, 
76, eco30,25,39,34164.1, 
77, eco1,0,32,34145.2, 
77, eco2,1,1239,24881.6, 
77, eco3,2,689,37486.9, 
77, eco4,3,23,33225.2, 
77, eco6,4,3,37889.7, 
77, eco7,5,44,31934.4, 
77, eco8,6,6,29515.8, 
77, eco10,7,1861,32035.4, 
77, eco11,8,554,31609, 
77, eco12,9,71,35599.5, 
77, eco14,10,1,28489, 
77, eco16,11,3333,34429.8, 
77, eco17,12,7434,40840.7, 
77, eco18,13,2972,35281.9, 
77, eco19,14,2108,34345.6, 
77, eco20,15,39,34219.9, 
77, eco21,16,98,31616.9, 
77, eco22,17,695,39692.8, 
77, eco23,18,688,34442.9, 
77, eco24,19,567,34571.7, 
77, eco25,20,12,29317.3, 
77, eco26,21,860,30049.4, 
77, eco27,22,878,30205.4, 
77, eco28,23,746,31715.5, 
77, eco29,24,2644,32543.2, 
77, eco30,25,39,34274.2, 
78, eco1,0,32,34248.4, 
78, eco2,1,1239,25137.7, 
78, eco3,2,689,37536.9, 
78, eco4,3,23,33362, 
78, eco6,4,3,37955.7, 
78, eco7,5,44,32088, 
78, eco8,6,6,29748.5, 
78, eco10,7,1861,32189.4, 
78, eco11,8,554,31781.5, 
78, eco12,9,71,35645.2, 
78, eco14,10,1,28642, 
78, eco16,11,3333,34559.8, 
78, eco17,12,7434,40900.5, 
78, eco18,13,2972,35383.6, 
78, eco19,14,2108,34458.8, 
78, eco20,15,39,34312.6, 
78, eco21,16,98,31817, 
78, eco22,17,695,39783.3, 
78, eco23,18,688,34543.5, 
78, eco24,19,567,34696, 
78, eco25,20,12,29571.3, 
78, eco26,21,860,30183.8, 
78, eco27,22,878,30392.4, 
78, eco28,23,746,31901.5, 
78, eco29,24,2644,32699.1, 
78, eco30,25,39,34382.3, 
79, eco1,0,32,34344.1, 
79, eco2,1,1239,25393.1, 
79, eco3,2,689,37584.5, 
79, eco4,3,23,33495.9, 
79, eco6,4,3,38019, 
79, eco7,5,44,32234, 
79, eco8,6,6,29977.5, 
79, eco10,7,1861,32335.8, 
79, eco11,8,554,31943.4, 
79, eco12,9,71,35686.5, 
79, eco14,10,1,28788, 
79, eco16,11,3333,34686.1, 
79, eco17,12,7434,40959.2, 
79, eco18,13,2972,35482.5, 
79, eco19,14,2108,34570.8, 
79, eco20,15,39,34399.1, 
79, eco21,16,98,32013.5, 
79, eco22,17,695,39870.6, 
79, eco23,18,688,34640.7, 
79, eco24,19,567,34818.2, 
79, eco25,20,12,29807.1, 
79, eco26,21,860,30315.4, 
79, eco27,22,878,30575.7, 
79, eco28,23,746,32083.3, 
79, eco29,24,2644,32848.3, 
79, eco30,25,39,34486.5, 
80, eco1,0,32,34436.8, 
80, eco2,1,1239,25645, 
80, eco3,2,689,37629.2, 
80, eco4,3,23,33620.7, 
80, eco6,4,3,38096, 
80, eco7,5,44,32372.1, 
80, eco8,6,6,30191.7, 
80, eco10,7,1861,32475.2, 
80, eco11,8,554,32097.2, 
80, eco12,9,71,35730.8, 
80, eco14,10,1,28961, 
80, eco16,11,3333,34807.5, 
80, eco17,12,7434,41016.6, 
80, eco18,13,2972,35578.7, 
80, eco19,14,2108,34680.2, 
80, eco20,15,39,34478.9, 
80, eco21,16,98,32209.4, 
80, eco22,17,695,39954.9, 
80, eco23,18,688,34733.7, 
80, eco24,19,567,34938.7, 
80, eco25,20,12,30043, 
80, eco26,21,860,30441.9, 
80, eco27,22,878,30754.3, 
80, eco28,23,746,32259.6, 
80, eco29,24,2644,32993, 
80, eco30,25,39,34587.7, 
81, eco1,0,32,34525.2, 
81, eco2,1,1239,25893.5, 
81, eco3,2,689,37673.1, 
81, eco4,3,23,33742.7, 
81, eco6,4,3,38158.7, 
81, eco7,5,44,32505, 
81, eco8,6,6,30409.8, 
81, eco10,7,1861,32608.6, 
81, eco11,8,554,32243.9, 
81, eco12,9,71,35770.5, 
81, eco14,10,1,29105, 
81, eco16,11,3333,34926.6, 
81, eco17,12,7434,41073.4, 
81, eco18,13,2972,35674.1, 
81, eco19,14,2108,34788.9, 
81, eco20,15,39,34563.4, 
81, eco21,16,98,32403.3, 
81, eco22,17,695,40036, 
81, eco23,18,688,34823.4, 
81, eco24,19,567,35056.5, 
81, eco25,20,12,30263.5, 
81, eco26,21,860,30566.5, 
81, eco27,22,878,30929.4, 
81, eco28,23,746,32429.8, 
81, eco29,24,2644,33131.5, 
81, eco30,25,39,34686.7, 
82, eco1,0,32,34608.6, 
82, eco2,1,1239,26139, 
82, eco3,2,689,37714.4, 
82, eco4,3,23,33852.9, 
82, eco6,4,3,38224.3, 
82, eco7,5,44,32628, 
82, eco8,6,6,30594.2, 
82, eco10,7,1861,32734.3, 
82, eco11,8,554,32380.3, 
82, eco12,9,71,35813.9, 
82, eco14,10,1,29243, 
82, eco16,11,3333,35042.4, 
82, eco17,12,7434,41129.5, 
82, eco18,13,2972,35766.4, 
82, eco19,14,2108,34895.1, 
82, eco20,15,39,34640.7, 
82, eco21,16,98,32595.6, 
82, eco22,17,695,40114.1, 
82, eco23,18,688,34909.3, 
82, eco24,19,567,35172.3, 
82, eco25,20,12,30480.8, 
82, eco26,21,860,30688, 
82, eco27,22,878,31099.7, 
82, eco28,23,746,32595.9, 
82, eco29,24,2644,33264.6, 
82, eco30,25,39,34779.2, 
83, eco1,0,32,34687.8, 
83, eco2,1,1239,26380.1, 
83, eco3,2,689,37753.8, 
83, eco4,3,23,33956.7, 
83, eco6,4,3,38298.3, 
83, eco7,5,44,32746.4, 
83, eco8,6,6,30793.8, 
83, eco10,7,1861,32854.4, 
83, eco11,8,554,32509.1, 
83, eco12,9,71,35855.5, 
83, eco14,10,1,29378, 
83, eco16,11,3333,35154.4, 
83, eco17,12,7434,41185, 
83, eco18,13,2972,35856.9, 
83, eco19,14,2108,34999.6, 
83, eco20,15,39,34716.3, 
83, eco21,16,98,32781.2, 
83, eco22,17,695,40188.6, 
83, eco23,18,688,34992.1, 
83, eco24,19,567,35284.8, 
83, eco25,20,12,30695.6, 
83, eco26,21,860,30807.2, 
83, eco27,22,878,31266.2, 
83, eco28,23,746,32755.2, 
83, eco29,24,2644,33392.6, 
83, eco30,25,39,34869, 
84, eco1,0,32,34766.4, 
84, eco2,1,1239,26618.8, 
84, eco3,2,689,37791.6, 
84, eco4,3,23,34057.3, 
84, eco6,4,3,38361, 
84, eco7,5,44,32858.9, 
84, eco8,6,6,30976.5, 
84, eco10,7,1861,32968.1, 
84, eco11,8,554,32630.7, 
84, eco12,9,71,35891.3, 
84, eco14,10,1,29509, 
84, eco16,11,3333,35262.1, 
84, eco17,12,7434,41239.8, 
84, eco18,13,2972,35945.1, 
84, eco19,14,2108,35102.5, 
84, eco20,15,39,34787.7, 
84, eco21,16,98,32968.6, 
84, eco22,17,695,40260.6, 
84, eco23,18,688,35072.2, 
84, eco24,19,567,35395.1, 
84, eco25,20,12,30911.6, 
84, eco26,21,860,30924.8, 
84, eco27,22,878,31428.3, 
84, eco28,23,746,32910.1, 
84, eco29,24,2644,33515.9, 
84, eco30,25,39,34958.2, 
85, eco1,0,32,34839.8, 
85, eco2,1,1239,26853.7, 
85, eco3,2,689,37826.8, 
85, eco4,3,23,34152.7, 
85, eco6,4,3,38425, 
85, eco7,5,44,32968.3, 
85, eco8,6,6,31149.7, 
85, eco10,7,1861,33076.5, 
85, eco11,8,554,32745.8, 
85, eco12,9,71,35931.4, 
85, eco14,10,1,29642, 
85, eco16,11,3333,35366.4, 
85, eco17,12,7434,41293.9, 
85, eco18,13,2972,36030.3, 
85, eco19,14,2108,35203.2, 
85, eco20,15,39,34860.8, 
85, eco21,16,98,33148.2, 
85, eco22,17,695,40329.4, 
85, eco23,18,688,35149.8, 
85, eco24,19,567,35503.1, 
85, eco25,20,12,31121, 
85, eco26,21,860,31039.6, 
85, eco27,22,878,31585.5, 
85, eco28,23,746,33060.6, 
85, eco29,24,2644,33634.4, 
85, eco30,25,39,35047.4, 
86, eco1,0,32,34904.5, 
86, eco2,1,1239,27084.2, 
86, eco3,2,689,37859.5, 
86, eco4,3,23,34243.1, 
86, eco6,4,3,38484.7, 
86, eco7,5,44,33068.8, 
86, eco8,6,6,31303.8, 
86, eco10,7,1861,33178.5, 
86, eco11,8,554,32852.3, 
86, eco12,9,71,35969.4, 
86, eco14,10,1,29758, 
86, eco16,11,3333,35467.4, 
86, eco17,12,7434,41347.3, 
86, eco18,13,2972,36114, 
86, eco19,14,2108,35302.1, 
86, eco20,15,39,34930.5, 
86, eco21,16,98,33325.3, 
86, eco22,17,695,40395.7, 
86, eco23,18,688,35224.4, 
86, eco24,19,567,35607.9, 
86, eco25,20,12,31317.8, 
86, eco26,21,860,31152.1, 
86, eco27,22,878,31735.7, 
86, eco28,23,746,33205.6, 
86, eco29,24,2644,33748.5, 
86, eco30,25,39,35130, 
87, eco1,0,32,34974.9, 
87, eco2,1,1239,27310.5, 
87, eco3,2,689,37890.6, 
87, eco4,3,23,34325.3, 
87, eco6,4,3,38543.3, 
87, eco7,5,44,33167.6, 
87, eco8,6,6,31460.7, 
87, eco10,7,1861,33274, 
87, eco11,8,554,32951.9, 
87, eco12,9,71,36007.9, 
87, eco14,10,1,29876, 
87, eco16,11,3333,35564.5, 
87, eco17,12,7434,41400.7, 
87, eco18,13,2972,36195.7, 
87, eco19,14,2108,35398.3, 
87, eco20,15,39,35001.5, 
87, eco21,16,98,33496, 
87, eco22,17,695,40459.4, 
87, eco23,18,688,35296.8, 
87, eco24,19,567,35710, 
87, eco25,20,12,31497.8, 
87, eco26,21,860,31262.5, 
87, eco27,22,878,31881.6, 
87, eco28,23,746,33344.6, 
87, eco29,24,2644,33858, 
87, eco30,25,39,35209.8, 
88, eco1,0,32,35034.6, 
88, eco2,1,1239,27532.6, 
88, eco3,2,689,37919.8, 
88, eco4,3,23,34405.7, 
88, eco6,4,3,38597.3, 
88, eco7,5,44,33263.7, 
88, eco8,6,6,31615.3, 
88, eco10,7,1861,33365, 
88, eco11,8,554,33046.7, 
88, eco12,9,71,36048.4, 
88, eco14,10,1,30012, 
88, eco16,11,3333,35658.1, 
88, eco17,12,7434,41453.5, 
88, eco18,13,2972,36275.5, 
88, eco19,14,2108,35493.7, 
88, eco20,15,39,35068.1, 
88, eco21,16,98,33662.8, 
88, eco22,17,695,40520.5, 
88, eco23,18,688,35367, 
88, eco24,19,567,35810.6, 
88, eco25,20,12,31674.4, 
88, eco26,21,860,31370.3, 
88, eco27,22,878,32022.9, 
88, eco28,23,746,33478.5, 
88, eco29,24,2644,33963.3, 
88, eco30,25,39,35289, 
89, eco1,0,32,35092.3, 
89, eco2,1,1239,27749.7, 
89, eco3,2,689,37947, 
89, eco4,3,23,34477.7, 
89, eco6,4,3,38665, 
89, eco7,5,44,33354.9, 
89, eco8,6,6,31754.2, 
89, eco10,7,1861,33450.1, 
89, eco11,8,554,33133.2, 
89, eco12,9,71,36092.3, 
89, eco14,10,1,30115, 
89, eco16,11,3333,35748.8, 
89, eco17,12,7434,41506.1, 
89, eco18,13,2972,36353.1, 
89, eco19,14,2108,35586.4, 
89, eco20,15,39,35130.9, 
89, eco21,16,98,33828.2, 
89, eco22,17,695,40579.4, 
89, eco23,18,688,35434, 
89, eco24,19,567,35907.8, 
89, eco25,20,12,31837.8, 
89, eco26,21,860,31477.4, 
89, eco27,22,878,32158.9, 
89, eco28,23,746,33607.3, 
89, eco29,24,2644,34064.4, 
89, eco30,25,39,35374.2, 
90, eco1,0,32,35144.7, 
90, eco2,1,1239,27960.4, 
90, eco3,2,689,37970.5, 
90, eco4,3,23,34548.2, 
90, eco6,4,3,38724.7, 
90, eco7,5,44,33443.9, 
90, eco8,6,6,31888.5, 
90, eco10,7,1861,33530.8, 
90, eco11,8,554,33215.6, 
90, eco12,9,71,36132.1, 
90, eco14,10,1,30244, 
90, eco16,11,3333,35835.8, 
90, eco17,12,7434,41558, 
90, eco18,13,2972,36428.7, 
90, eco19,14,2108,35677.1, 
90, eco20,15,39,35187.7, 
90, eco21,16,98,33986.1, 
90, eco22,17,695,40636.2, 
90, eco23,18,688,35501.3, 
90, eco24,19,567,36003.7, 
90, eco25,20,12,31989.9, 
90, eco26,21,860,31579.1, 
90, eco27,22,878,32288.1, 
90, eco28,23,746,33730.4, 
90, eco29,24,2644,34160.9, 
90, eco30,25,39,35453.1, 
91, eco1,0,32,35199.4, 
91, eco2,1,1239,28167.5, 
91, eco3,2,689,37994.6, 
91, eco4,3,23,34613.1, 
91, eco6,4,3,38777.3, 
91, eco7,5,44,33526.7, 
91, eco8,6,6,32014.3, 
91, eco10,7,1861,33607, 
91, eco11,8,554,33291.7, 
91, eco12,9,71,36175.7, 
91, eco14,10,1,30358, 
91, eco16,11,3333,35920.4, 
91, eco17,12,7434,41609.6, 
91, eco18,13,2972,36502.8, 
91, eco19,14,2108,35765.8, 
91, eco20,15,39,35245.8, 
91, eco21,16,98,34144.7, 
91, eco22,17,695,40690.9, 
91, eco23,18,688,35567.2, 
91, eco24,19,567,36096.2, 
91, eco25,20,12,32145.3, 
91, eco26,21,860,31681.5, 
91, eco27,22,878,32416.1, 
91, eco28,23,746,33849.2, 
91, eco29,24,2644,34253.6, 
91, eco30,25,39,35525.5, 
92, eco1,0,32,35245.5, 
92, eco2,1,1239,28367.6, 
92, eco3,2,689,38016.8, 
92, eco4,3,23,34684.7, 
92, eco6,4,3,38828, 
92, eco7,5,44,33608.6, 
92, eco8,6,6,32126.7, 
92, eco10,7,1861,33679.9, 
92, eco11,8,554,33363.9, 
92, eco12,9,71,36216.7, 
92, eco14,10,1,30461, 
92, eco16,11,3333,36002.6, 
92, eco17,12,7434,41660.3, 
92, eco18,13,2972,36575.7, 
92, eco19,14,2108,35852.9, 
92, eco20,15,39,35298, 
92, eco21,16,98,34295.3, 
92, eco22,17,695,40742.5, 
92, eco23,18,688,35632.3, 
92, eco24,19,567,36187.6, 
92, eco25,20,12,32293, 
92, eco26,21,860,31782.3, 
92, eco27,22,878,32537.6, 
92, eco28,23,746,33963, 
92, eco29,24,2644,34343.3, 
92, eco30,25,39,35604.7, 
93, eco1,0,32,35291.3, 
93, eco2,1,1239,28561.3, 
93, eco3,2,689,38037.3, 
93, eco4,3,23,34744.3, 
93, eco6,4,3,38880, 
93, eco7,5,44,33681, 
93, eco8,6,6,32233.8, 
93, eco10,7,1861,33749, 
93, eco11,8,554,33431.6, 
93, eco12,9,71,36261.9, 
93, eco14,10,1,30570, 
93, eco16,11,3333,36082, 
93, eco17,12,7434,41710.8, 
93, eco18,13,2972,36646.5, 
93, eco19,14,2108,35937.6, 
93, eco20,15,39,35349, 
93, eco21,16,98,34442.9, 
93, eco22,17,695,40792.1, 
93, eco23,18,688,35695.7, 
93, eco24,19,567,36277.5, 
93, eco25,20,12,32428.4, 
93, eco26,21,860,31879.9, 
93, eco27,22,878,32655.2, 
93, eco28,23,746,34072.5, 
93, eco29,24,2644,34429.4, 
93, eco30,25,39,35678.5, 
94, eco1,0,32,35337.3, 
94, eco2,1,1239,28751.3, 
94, eco3,2,689,38056.4, 
94, eco4,3,23,34799.8, 
94, eco6,4,3,38929.3, 
94, eco7,5,44,33755.3, 
94, eco8,6,6,32327.2, 
94, eco10,7,1861,33814.6, 
94, eco11,8,554,33495.7, 
94, eco12,9,71,36303.9, 
94, eco14,10,1,30668, 
94, eco16,11,3333,36158.4, 
94, eco17,12,7434,41760.8, 
