"","Time","Scenario","AGB","SRR","Min_rate","Fungi","GF","Lichen"
"1",0,"1",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"2",0,"11",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"3",0,"12",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"4",0,"13",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"5",0,"14",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"6",0,"15",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"7",0,"2",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"8",0,"3",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"9",0,"4",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"10",0,"5",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"11",0,"6",239.154498588797,5.43892918482905,18.8117122891196,2.28683333954906,11.7446689940682,33.4858908449316
"12",1,"1",242.251232450427,5.44940402281801,18.6815734314722,2.29401714526885,11.6365581302874,33.5664020930623
"13",1,"11",241.340802648719,5.44611777458515,18.7216549458285,2.29215190854339,11.6659868385575,33.5469271864776
"14",1,"12",240.504873136489,5.44259238156462,18.762933230901,2.29104593391743,11.688056019196,33.5419005086124
"15",1,"13",101.915402807932,5.02750122922139,24.1139833984516,1.90543460402554,17.1208855582849,28.8283961513576
"16",1,"14",223.316243812419,5.38299946001822,19.4980683984397,2.25290500949062,12.2723016538254,33.1268191515312
"17",1,"15",242.251232450427,5.44940402281801,18.6815734314722,2.29401714526885,11.6365581302874,33.5664020930623
"18",1,"2",227.747521964105,5.40014583067569,19.2928366787031,2.26060874399109,12.1399233852543,33.190567115023
"19",1,"3",217.284775184542,5.36674767368695,19.7149721164248,2.23395812410977,12.526138749182,32.8735094989218
"20",1,"4",197.049106817195,5.29319844264942,20.6103150423394,2.19310632373,13.1767751486672,32.4600232149968
"21",1,"5",173.139073997684,5.2194655520903,21.5521771857008,2.12910993341492,14.0865666545042,31.6749701251178
"22",1,"6",165.268348856564,5.19691615157464,21.8470466825727,2.10598738127746,14.4063796227741,31.3858768630736
"23",2,"1",244.410843609784,5.45646438467053,18.5929721272268,2.29931909069996,11.5586052326248,33.6282150261796
"24",2,"11",242.930713525836,5.45140888957524,18.6556047178542,2.29594385953812,11.6096669227676,33.5905779501125
"25",2,"12",241.512050115791,5.44573963429573,18.7228941869341,2.2936923121802,11.6503207009989,33.5745736540696
"26",2,"13",105.707526342452,5.03650597833723,23.9883001843871,1.91879544001627,16.9444579071549,28.9992761742513
"27",2,"14",225.515248371689,5.38996890048975,19.4097868371331,2.25856600429125,12.1905280719529,33.1944239289394
"28",2,"15",244.409262809379,5.45646003759312,18.5930297479574,2.29931422948121,11.5586704979483,33.6281496137779
"29",2,"2",230.131439824866,5.40775779243172,19.1966340397819,2.26667835004952,12.0518323538522,33.262510031944
"30",2,"3",219.673783977421,5.37416664062654,19.6204077948396,2.24029054073399,12.4355474690824,32.950006450971
"31",2,"4",199.956558583008,5.30218128266232,20.495635614993,2.20086802908724,13.0662357376917,32.5547180500107
"32",2,"5",176.395989180779,5.22898756723379,21.4284764794195,2.1384499586411,13.95659634462,31.7917869916907
"33",2,"6",168.606119047619,5.20651294606879,21.7216990226458,2.11575224478842,14.2713082580541,31.5086319859092
"34",3,"1",246.821403929657,5.46454576942326,18.4923077046612,2.30499760652807,11.4737196433513,33.6926763080318
"35",3,"11",244.737078737878,5.45728250533866,18.5817768357647,2.30041664476313,11.5442430949462,33.6434030443419
"36",3,"12",242.067070089738,5.44686245088637,18.7062183744644,2.29588080946187,11.6230393369295,33.6063943401209
"37",3,"13",109.291161419887,5.04512607408037,23.8685539947212,1.93128986041503,16.779132819842,29.1592939774991
"38",3,"14",227.832551888841,5.39746656596744,19.3154053243151,2.26434850694003,12.1060314146547,33.2623662378764
"39",3,"15",246.82387585034,5.46455414757996,18.4922036754747,2.30500332086004,11.4736319403655,33.6927345949843
"40",3,"2",232.72107273122,5.41620926829552,19.0905203684165,2.2730536247646,11.958106836553,33.3366359432414
"41",3,"3",222.230585432045,5.38228944096957,19.5175913734017,2.24684949722636,12.3405756915778,33.0278985899856
"42",3,"4",202.925631060935,5.31144913071274,20.3776918971508,2.20868125235556,12.954421309006,32.6495047263418
"43",3,"5",179.621915364018,5.23850606509356,21.3051854522195,2.14759713633159,13.8288730710213,31.9058505052837
"44",3,"6",171.885508865248,5.21603152097294,21.5977539879077,2.12523928535454,14.1396471252997,31.6275827543121
"45",4,"1",249.378090570271,5.4732240492054,18.3845982087176,2.31089258055718,11.3848346663657,33.7586736317496
"46",4,"11",246.844761542915,5.46425628061489,18.4945730364131,2.30549178351063,11.4691282451307,33.7021261134149
"47",4,"12",243.251538030106,5.45052353660064,18.6594853052772,2.29904098756364,11.5781349310532,33.6453847058345
"48",4,"13",112.823809704733,5.05373554862952,23.7495244527597,1.94347275713444,16.6175765974189,29.3155081217238
"49",4,"14",230.162894485454,5.40508647560321,19.2197873473065,2.27006795840854,12.0219261940279,33.3289400214833
"50",4,"15",249.385053770444,5.4732494252338,18.3842895230554,2.31090655745969,11.3846087118628,33.7588063523601
"51",4,"2",235.431800948039,5.42515960419813,18.9785313165126,2.27960325056504,11.861127290646,33.4119976208692
"52",4,"3",224.899765667969,5.39087844739065,19.4092938106721,2.25356636913265,12.242629097177,33.1069020627686
"53",4,"4",205.985558763931,5.32109964607061,20.2552661395048,2.21661527773876,12.840300222786,32.7451759288071
"54",4,"5",182.89228868143,5.24825401508837,21.1793295145105,2.15675296644163,13.7005259993188,32.0196093562528
"55",4,"6",175.214110471848,5.22579431657938,21.4710556885195,2.13474764102961,14.0071909952364,31.746423142493
"56",5,"1",252.05552540165,5.48239922079789,18.2710349166442,2.31696204856989,11.2926880872127,33.8258752527529
"57",5,"11",248.344691416992,5.46877375110747,18.4364391695336,2.30963532500649,11.4111306562911,33.7545709348912
"58",5,"12",243.846558329715,5.45184664803965,18.6405558351857,2.3012446760277,11.5500869141051,33.6766093158418
"59",5,"13",116.33436025474,5.06240394406374,23.6302457787473,1.95544479019016,16.4584500675864,29.4691657791053
"60",5,"14",232.552189209726,5.41297799145392,19.1210557770917,2.27583796129331,11.9365608251268,33.3955265066019
"61",5,"15",57.1707564408742,4.93152715899555,25.5064186826098,1.73551521647776,19.336548913315,26.6974565558237
"62",5,"2",238.230972391084,5.43449020041013,18.862110908271,2.28626121549812,11.7619472088854,33.487933153323
"63",5,"3",227.665186097843,5.39986775878214,19.2962929933559,2.26041722443227,12.1421497116853,33.1868498940329
"64",5,"4",209.128205058619,5.33110513041162,20.1287018295067,2.22465143978289,12.7241468207788,32.8414948009902
"65",5,"5",186.211652880301,5.25825217002782,21.0506702828978,2.16592156170135,13.5714533152809,32.1330536827204
"66",5,"6",178.583810826458,5.23578394420001,21.341856482677,2.14424648648443,13.8743286129886,31.8647030786406
"67",6,"1",254.829226769431,5.49198167248769,18.1527065883738,2.323157339051,11.1980579668257,33.8937845891624
"68",6,"11",250.040697061803,5.4743679250151,18.3664221244332,2.31374003440175,11.3504436667872,33.8020126998427
"69",6,"12",244.722022796353,5.45460766525424,18.6055295498632,2.30351471676623,11.5173208170273,33.7035665824753
"70",6,"13",119.823745730207,5.0711320535835,23.5106995864207,1.96721094291784,16.301683956018,29.6202819203443
"71",6,"14",234.962579172094,5.42097951074807,19.0210971521681,2.28161075467175,11.8508940769312,33.4618829871637
"72",6,"15",60.2351987624837,4.93752743492794,25.4161009895245,1.7478363998875,19.1771845615527,26.8487277477578
"73",6,"2",241.097358481691,5.4441263464726,18.7421768519271,2.29298174075233,11.6612703113406,33.5639339074808
"74",6,"3",230.508479881314,5.40919284607049,19.179381948179,2.26736232425998,12.0397487708405,33.2673048711088
"75",6,"4",212.346471775944,5.3414423268595,19.9982906297315,2.23277237306415,12.6062086469532,32.9382295949065
"76",6,"5",189.592778658272,5.26854290944717,20.9186782813314,2.17513352418363,13.4411943336348,32.2465048548867
"77",6,"6",182.003744282819,5.24602962828042,21.2097872436666,2.15375900908024,13.7407170694248,31.9826698769927
"78",7,"1",257.669742943986,5.50187092967697,18.03085843422,2.32941114815068,11.1019556988137,33.961628969428
"79",7,"11",252.163250180923,5.48156491041469,18.2770698450412,2.31864321091985,11.2766639807243,33.8573003348843
"80",7,"12",246.066895969026,5.4587945048745,18.5522037615984,2.30706709100003,11.4667655746005,33.7475501709462
"81",7,"13",123.321272362136,5.07999107587388,23.3899004013456,1.9788725499615,16.1459272339753,29.7701096852714
"82",7,"14",237.310511325807,5.42886338240102,18.9229383900045,2.28712687604898,11.768428119856,33.5246012265384
"83",7,"15",63.052722861485,4.94312580727678,25.3323419309873,1.75906740453862,19.0317630847431,26.9871727587181
"84",7,"2",244.023013207411,5.45404111356239,18.6190635252544,2.29974645416134,11.5593680388783,33.6397763400437
"85",7,"3",233.406903929657,5.41877790223136,19.0595065529074,2.27434756893098,11.936226972916,33.3476317634932
"86",7,"4",215.631905992184,5.35209440236711,19.8642841558614,2.24094442762322,12.4868994719359,33.0348676099967
"87",7,"5",193.02024536836,5.27908509702641,20.7839044140931,2.18433991737674,13.3104001487451,32.3592928149292
"88",7,"6",185.465478940512,5.25651458068074,21.0750989345743,2.16325163891677,13.6067737796032,32.099827518405
"89",8,"1",260.558559740918,5.51200224499396,17.9062872049457,2.33568306075112,11.0049995584357,34.0289561887473
