"","Scenario","Time","Replicate","AGB_M","SRR_M","Min_rate_M","Fungi_M","GF_M","Lichen_M","Aesthetic_M","Recreation_M","Fungi_val_M","Carbon_stock_M","Nitrogen_stock_M","Timber_M","Tree_richness_M"
"189","Scenario 1",64,3,368.160990845274,3.74094992333994,13.6565206981301,12.878541977943,7.94649972070271,36.1090054791649,4.3515640862499,4.6118279763247,1.21032083278128,371.235075734549,771.996030539876,539.565089317593,22.4406209292228
"190","Scenario 1",65,1,369.208151107251,3.74224824009491,13.6108709514024,12.8991093597085,7.91975341802502,36.1204575159866,4.35333478545895,4.61470333625795,1.21436866737652,372.403436278767,774.513229121436,541.457018027797,22.5376682587929
"191","Scenario 1",65,2,369.386835504414,3.74246963424503,13.6031036030563,12.9026843520011,7.91516677614608,36.1225157581653,4.35363843316025,4.61519729859968,1.21505173603797,372.553939499204,774.700003618469,541.645471577567,22.5321320017369
"192","Scenario 1",65,3,369.204329931973,3.74224318997667,13.6110847450842,12.8991119404212,7.91977458564042,36.1206165750298,4.3533318747529,4.61470788990656,1.21434117677223,372.395655232306,774.591945288754,541.444586513424,22.4723910840932
"193","Scenario 1",66,1,370.233243305833,3.74351924098765,13.5661764180674,12.9192489457492,7.89358955634746,36.1316446738291,4.35506755613971,4.61751374611998,1.21833205508875,373.548596649298,777.05988565639,543.309180767437,22.5376682587929
"194","Scenario 1",66,2,370.406405919815,3.74373384772374,13.5586409089723,12.9227060634662,7.8891606938913,36.1336062428261,4.35536116650401,4.61798902757196,1.21899586493188,373.695855514546,777.28120205529,543.495537666279,22.5321320017369
"195","Scenario 1",66,3,370.226425749023,3.74351050552057,13.5665163475324,12.9191882741266,7.89369589437943,36.1317526958262,4.35505922209241,4.61750824384237,1.21829401386298,373.538683347807,777.150347372992,543.298243947722,22.4723910840932
"196","Scenario 1",67,1,371.232363909394,3.74475839518089,13.5225605851108,12.9388087396216,7.86818406329135,36.1423258411945,4.35675227527742,4.62023339519102,1.22220839279665,374.673275908236,779.657551744102,545.129670877684,22.5381024750326
"197","Scenario 1",67,2,371.401931393834,3.74496861014908,13.5151718833372,12.9421820852845,7.86386452818827,36.1442066057443,4.35703903868342,4.6206952073502,1.22286078642561,374.818425676654,779.852366478506,545.318296846039,22.5321320017369
"198","Scenario 1",67,3,371.222969749602,3.74474650885341,13.5230062308578,12.9386873412922,7.86836725776516,36.1423776071149,4.35673908082801,4.62021859838782,1.22216212236412,374.660535099146,779.733778404979,545.123841927392,22.4723910840932
"199","Scenario 1",68,1,372.206718446953,3.74596723910136,13.4799645890399,12.9577974231112,7.84351424401584,36.1524853497665,4.35839052895042,4.62286413679037,1.22600429473503,375.777753582284,782.198393399913,546.923101635456,22.5381024750326
"200","Scenario 1",68,2,372.373476950355,3.74617404387638,13.4726873849076,12.961100033132,7.83928531924487,36.1542892813575,4.35867170094746,4.62331439975838,1.22664863157781,375.920952959907,782.415074540454,547.113154184648,22.5321320017369
"201","Scenario 1",68,3,372.195494934144,3.74595312503985,13.4804838814769,12.9576310729285,7.84375451030246,36.1524913090614,4.35837377452884,4.62284222688874,1.22595253306332,375.763607468519,782.272727601679,546.920729901187,22.4723910840932
"202","Scenario 1",69,1,373.1551016066,3.74714420332302,13.4384523110128,12.9762092228009,7.8195921807832,36.1621580782784,4.3599811367347,4.6254063729056,1.22971209337544,376.861491858446,784.739260385005,548.688234296688,22.5381024750326
"203","Scenario 1",69,2,373.317195433493,3.74734525285337,13.4313741919034,12.9794160844924,7.81549062886093,36.1638935463024,4.36025408063691,4.6258420711902,1.2303393744921,377.002381205674,784.970049934868,548.878481633313,22.5321320017369
"204","Scenario 1",69,3,373.141312020553,3.74712693045284,13.4390800344983,12.9759876934805,7.8199039490495,36.1621215084554,4.35995977839543,4.62537619808818,1.22965128328718,376.844024207555,784.805927051672,548.689120331853,22.4723910840932
"205","Scenario 1",7,1,257.668668982487,3.60533786572433,18.2645763589639,10.5000154710983,11.171787116443,34.0860768553477,4.14854982048001,4.22880176927751,0.83212107129679,270.635494934144,615.086937328123,366.875659993364,22.1208568533796
"206","Scenario 1",7,2,257.685594007816,3.60535838478169,18.2639088509315,10.5004062903784,11.1712126043191,34.086526054475,4.14858388784831,4.22887546654581,0.832170612852218,270.647344297293,615.093439716312,366.874219050938,22.3222970039079
"207","Scenario 1",7,3,257.674615754813,3.60534538217508,18.2642954514984,10.5001224183231,11.1716833784382,34.0860667087882,4.14855818927318,4.22880931571325,0.832148524364597,270.63950749023,615.085688956434,366.876343328269,22.3030829353018
"208","Scenario 1",70,1,374.070015197568,3.74827989000537,13.3983659247512,12.993920233137,7.79658379654053,36.1713266786359,4.36151258220816,4.62784463292274,1.23329879109773,377.920928607613,787.266948907222,550.424539519453,21.4755391518309
"209","Scenario 1",70,2,374.227664206108,3.74847553116485,13.3914660813532,12.9970164098834,7.79262181646685,36.1729476197901,4.36177682567645,4.6282628584778,1.233912923666,378.057448473006,787.477478651035,550.618954561407,21.4695686785352
"210","Scenario 1",70,3,374.052005427703,3.74825744189759,13.3991689883586,12.9936022486877,7.79701763054996,36.1712070036053,4.36148343032597,4.62780000066419,1.23322394504281,377.899240591981,787.353289188016,550.429816763766,21.4098277608916
"211","Scenario 1",71,1,374.966908995513,3.74939357736729,13.359013345908,13.0112012452895,7.77412357433067,36.1800797131129,4.36300959900199,4.63021563780496,1.23682921537036,378.958690620929,789.749808221161,552.132925324883,21.4769503546099
"212","Scenario 1",71,2,375.120245513099,3.74958394522678,13.3522903908759,13.0141954260852,7.77029018079627,36.1816060446609,4.36326570385912,4.63061831171235,1.23742960047237,379.093677558257,789.976284556376,552.330205900445,21.4695686785352
"213","Scenario 1",71,3,374.946750108554,3.74936850914396,13.3599033799649,13.0108305441039,7.77462343088803,36.179907804096,4.36297630130443,4.63016286586218,1.23674783091818,378.93512129107,789.841713706759,552.142633862622,21.4098277608916
"214","Scenario 1",72,1,375.836696121002,3.75047394821634,13.3207983930093,13.0278833648977,7.75242976008576,36.1883496457727,4.36445741913824,4.63249729341645,1.24026635094289,379.975661890288,792.279070777247,553.811182913704,21.5039441308438
"215","Scenario 1",72,2,375.987461463309,3.75066120149455,13.3141764524666,13.0308097028925,7.74868036892201,36.1898004844665,4.3647083327892,4.63288921907512,1.24085971468464,380.108930525402,792.486126791142,554.01650522547,21.4695686785352
"216","Scenario 1",72,3,375.814898899986,3.7504468808211,13.3217549964447,13.0274729974614,7.75297954764187,36.1881390505742,4.3644209803675,4.6324383885637,1.24017990397389,379.951082862932,792.351346070343,553.827625936937,21.4098277608916
"217","Scenario 1",73,1,376.681008322478,3.75152293134075,13.283664185476,13.0440232333938,7.7314381282414,36.196215435881,4.36585986798699,4.63469848045596,1.24361260144859,380.973473729917,794.725741786076,555.466629773417,21.5039441308438
"218","Scenario 1",73,2,376.827345093357,3.75170478916783,13.2772209039721,13.0468386256465,7.72782504148998,36.197555829468,4.36610220514537,4.63507363824946,1.24419272356952,381.104567484441,794.941974236503,555.673962408457,21.4695686785352
"219","Scenario 1",73,3,376.656704262556,3.75149279174821,13.284724647624,13.0435544697734,7.73206062122711,36.1959539947316,4.365818780937,4.63463097150775,1.24351793147532,380.946332682009,794.80539151831,555.487925375231,21.4098277608916
"220","Scenario 1",74,1,377.50002254306,3.75254081366017,13.2475928042245,13.0596034312827,7.71115879966328,36.2036340260023,4.36721649912239,4.63681694725422,1.24687163186314,381.950429439861,797.197029237227,557.093421249702,21.5039441308438
"221","Scenario 1",74,2,377.642899840787,3.75271844219417,13.2412912803106,13.0623362493688,7.70764886064057,36.2048976439802,4.36745229880759,4.63717964340641,1.247440790928,382.080552214503,797.429244463743,557.305936585703,21.4695686785352
"222","Scenario 1",74,3,377.472612679114,3.75250681597335,13.248789775151,13.0590759527187,7.71185902917988,36.2033433494181,4.36717023983701,4.63674119359034,1.24676462491097,381.920865718628,797.291626863511,557.12043724483,21.4368215371255
"223","Scenario 1",75,1,378.292562852801,3.75352606968728,13.212645714775,13.0746170851702,7.69160503952447,36.2106359410517,4.36852609629734,4.63885280197091,1.2500361845325,382.906921225937,799.635830076712,558.690990756096,21.5039441308438
"224","Scenario 1",75,2,378.431943334781,3.75369942744274,13.2064868489885,13.0772641082851,7.68819979036363,36.2118188588774,4.36875524828092,4.63920287064952,1.25059450668711,383.033191959763,799.857522796353,558.908670481293,21.4695686785352
"225","Scenario 1",75,3,378.263876103633,3.75349051744782,13.2138940302419,13.074057333734,7.69234484346224,36.2103125918474,4.36847735044259,4.63877215255332,1.24992540190923,382.87595437111,799.70045954552,558.726269409185,21.4368215371255
"226","Scenario 1",76,1,379.060305543494,3.75448077371052,13.1787504537231,13.0890970459602,7.67273254745801,36.2172417316179,4.36979154613271,4.64081098047399,1.25311263564943,383.841906607324,802.090045592705,560.265017808599,21.5039441308438
"227","Scenario 1",76,2,379.195511181068,3.75464901239419,13.1727649587986,13.091646638691,7.6694473381794,36.2183414092019,4.37001299237013,4.64114695932985,1.25365720218508,383.967062527139,802.306553046751,560.485385547896,21.4695686785352
"228","Scenario 1",76,3,379.028073056882,3.7544408058342,13.1801562837347,13.0884728710439,7.67355833148992,36.2168921747271,4.36973702289741,4.64072147758223,1.25298732987523,383.808202851353,802.160037632074,560.304573518162,21.4368215371255
"229","Scenario 1",77,1,379.800217180489,3.7554010866898,13.1460510541771,13.1030028241433,7.65459956970365,36.2234685436627,4.3710086105029,4.6426869724987,1.2560861062193,384.75545035461,804.509085974816,561.810961647501,21.5039441308438
"230","Scenario 1",77,2,379.932010276451,3.75556516457556,13.1402037134008,13.1054661733512,7.65141790446078,36.2244846932312,4.37122349370697,4.64301038914248,1.25662042852884,384.878190693299,804.726867129831,562.033028047417,21.4695686785352
"231","Scenario 1",77,3,379.764536401795,3.75535682701666,13.1476096939371,13.1023148425026,7.65550933372121,36.2230917456666,4.37094844376059,4.64258881104231,1.25594680928567,384.718751990158,804.548748009842,561.854823309765,21.4368215371255
"232","Scenario 1",78,1,380.517304385584,3.75629326962445,13.1143211644782,13.1164176645228,7.63709052084666,36.2293359053366,4.37218515503203,4.64449216077797,1.25897822696732,385.649647524967,806.888927485888,563.332880267071,21.5039441308438
"233","Scenario 1",78,2,380.646150238819,3.75645375034081,13.1085936989,13.1188070990893,7.63399721830319,36.230282217257,4.37239441452312,4.64480495494177,1.25950357263976,385.771347843393,807.106158633666,563.55562952057,21.4695686785352
"234","Scenario 1",78,3,380.480184686641,3.75624720921315,13.1159450557549,13.1157054432015,7.63803289732395,36.2289540688082,4.3721227457147,4.64439086999307,1.25883269518717,385.611792299899,806.966583441887,563.380195766648,21.5443624258214
"235","Scenario 1",79,1,381.210481437256,3.75715595233468,13.0836117500069,13.1293249495369,7.62022666560726,36.234847132671,4.37331962609614,4.64622489965752,1.2617838991946,386.523372593718,809.293682153713,564.827351909917,21.5244608481691
"236","Scenario 1",79,2,381.33615295267,3.75731255584244,13.078013829352,13.1316351259406,7.61722766719785,36.2357200172407,4.37352286391735,4.64652644325915,1.26229948267981,386.642628672746,809.492162396874,565.053994280756,21.5771095672311
"237","Scenario 1",79,3,381.170517585758,3.75710631979202,13.0853665529228,13.1285683881181,7.6212305421944,36.2344638158576,4.3732529286337,4.64611799927799,1.26162550305988,386.482825879288,809.341778839195,564.880736951402,21.5445795339412
"238","Scenario 1",8,1,260.554896873643,3.60884634424254,18.1493317681503,10.566389641276,11.0771545730111,34.1581168117669,4.15424942326696,4.24078087293271,0.840843189168129,272.685945867709,617.609950788826,370.748388267182,22.2446808510638
"239","Scenario 1",8,2,260.576273990447,3.60887225167945,18.1484900508114,10.5668871541332,11.0764276495984,34.1586918432887,4.15429256014172,4.24087440826536,0.84090531492583,272.701101353307,617.627731943841,370.743011561205,22.3222970039079
"240","Scenario 1",8,3,260.568614669272,3.60886338908212,18.1487281815395,10.5666663457002,11.076821806714,34.158255080348,4.15427217636092,4.24081580567944,0.840896853421341,272.695023773339,617.621041395281,370.751525931987,22.3039151830945
"241","Scenario 1",80,1,381.879173903604,3.75798837594195,13.0539549049438,13.1417244571779,7.60401100784766,36.2400260768876,4.37441158902805,4.64788595473015,1.26449904213881,387.377293783471,811.666402518454,566.297472632618,21.5244608481691
"242","Scenario 1",80,2,381.998040780142,3.75813655451281,13.0486518472398,13.1438959607657,7.60118773896043,36.2408160877522,4.37460319710432,4.64816850435748,1.26498891584207,387.491269539731,811.854552033579,566.522658157563,21.5771095672311
"243","Scenario 1",80,3,381.834285424808,3.75793257336459,13.0559341012951,13.1408875629064,7.60512514853281,36.2396304616635,4.37433729312869,4.64776858183507,1.26431897169655,387.333606563902,811.694536112317,566.353562447726,21.5445795339412
"244","Scenario 1",81,1,382.5282303879,3.75879655910956,13.0251381803109,13.1537112484805,7.58832219832113,36.2449214070278,4.37546914900194,4.6494880639958,1.26714258770979,388.211580619482,813.992943986105,567.741883035973,21.5244608481691
"245","Scenario 1",81,2,382.642721631206,3.7589393652782,13.0200179089842,13.1557804868752,7.58562211706439,36.245628355016,4.37565277536469,4.64975645864093,1.26761787133419,388.322559089593,814.217951223042,567.967558893459,21.5771095672311
"246","Scenario 1",81,3,382.477815313359,3.75873383900422,13.027368185315,13.1527821487954,7.58956154595439,36.2445075577587,4.37538625195968,4.64935866617081,1.26693848920245,388.163079353018,814.052851353307,567.800261474766,21.5445795339412
"247","Scenario 1",82,1,383.156350521059,3.75957885927426,12.9972228437862,13.1652658544435,7.57318536485177,36.2495381910426,4.376490463058,4.65102932998306,1.26970836786981,389.028540309741,816.334719206832,569.164351948654,21.5244608481691
"248","Scenario 1",82,2,383.261900057895,3.75971058998412,12.9924907326911,13.1671532280511,7.57071471903736,36.2501391150897,4.37665886579879,4.65127310242444,1.27014973128906,389.133706795484,816.551686206398,569.387396098131,21.5771095672311
"249","Scenario 1",82,3,383.098581162252,3.75950694101517,12.9997855357741,13.1642118718642,7.57459284994554,36.2490954870172,4.37639604364832,4.65088365332319,1.26947260989375,388.975805362571,816.366044290056,569.224361414926,21.5445795339412
"250","Scenario 1",83,1,383.762726190476,3.76033425777624,12.9702466514142,13.1763756135286,7.5586166214273,36.2538781886205,4.37747436193415,4.65250847514178,1.2721926370021,389.827933818208,818.654696772326,570.563499462868,21.5244608481691
"251","Scenario 1",83,2,383.861021240411,3.76045702041294,12.9658268068384,13.1781101075932,7.55633596783494,36.2543814631218,4.37763021959047,4.6527315501228,1.27260725006692,389.927720943697,818.856245476914,570.782765930368,21.5775437834708
"252","Scenario 1",83,3,383.699717904183,3.76025580189941,12.9730440988208,13.1752278078096,7.56014696806763,36.2534050037767,4.37737157282808,4.65235064116208,1.27193499673513,389.771043638732,818.694394992039,570.623225815211,21.5445795339412
"253","Scenario 1",84,1,384.349030467506,3.7610648061768,12.9441401110788,13.1870796839058,7.54456795250532,36.2579746126878,4.37842393054822,4.65393111393529,1.27460089942789,390.609412396874,820.968700246056,571.939993717082,21.632001736865
"254","Scenario 1",84,2,384.437753111883,3.76117572054783,12.9401345368215,13.1886164515846,7.54253453553889,36.2583587395096,4.37856340159765,4.65412755404185,1.27497959813696,390.702587928789,821.139314662035,572.153085603317,21.579135909683
"255","Scenario 1",84,3,384.277961427124,3.76097629504127,12.9472982011183,13.1857873542038,7.54628858452607,36.257452337799,4.37830821653733,4.65375429271043,1.27430969579815,390.547406788247,820.98594224924,571.997675114888,21.5445795339412
"256","Scenario 1",85,1,384.913365790997,3.76176816751764,12.9189835687538,13.1973349636022,7.53109079253981,36.261795951298,4.37933579264256,4.65529152763329,1.27692657073436,391.372401541468,823.241113040961,573.292035566983,21.632001736865
"257","Scenario 1",85,2,384.996084599797,3.76187164794262,12.9152382316397,13.1987475836238,7.52921141970242,36.2621068966246,4.3794650220647,4.6554715031822,1.27728268306617,391.460672492401,823.418081487914,573.500125711838,21.579135909683
"258","Scenario 1",85,3,384.838035243885,3.76167430066664,12.922338330101,13.1959767480742,7.53290258525823,36.2612737160615,4.37921369596806,4.65510651889506,1.27661597328279,391.306229917499,823.26099652627,573.349742858014,21.5445795339412
"259","Scenario 1",86,1,385.457490845274,3.76244647047304,12.8947081873696,13.2071902997459,7.51812819380196,36.2653954726605,4.38021350516378,4.65659687650114,1.27917426412568,392.118445976263,825.514727167463,574.62110047115,21.632001736865
"260","Scenario 1",86,2,385.534590136054,3.76254299627058,12.8912059067454,13.2084859091283,7.51639387444411,36.2656356728562,4.38033310854556,4.65676126532837,1.27950937246987,392.201260602113,825.697564770589,574.823638470682,21.579135909683
"261","Scenario 1",86,3,385.37930767839,3.76234902280112,12.898193956197,13.2057863649271,7.52000179813742,36.2648703213167,4.38008709068048,4.65640625379169,1.2788508889966,392.048831632653,825.530970473296,574.680799765156,21.5445795339412
"262","Scenario 1",87,1,385.982868577218,3.76310153591828,12.8712491265158,13.2166727757801,7.50564456486743,36.2687845919871,4.38105946032586,4.65785081868052,1.28134991300924,392.846269901578,827.771298306557,575.927599013796,21.632001736865
"263","Scenario 1",87,2,386.054988927486,3.76319190876999,12.8679608491865,13.2178616126123,7.50404053956592,36.2689561154212,4.38117043912286,4.65800108570125,1.28166682627384,392.926234874801,827.975987841945,576.126129484163,21.579135909683
"264","Scenario 1",87,3,385.900338254451,3.76299864155066,12.8749330018549,13.2151966177076,7.50761483804738,36.2682484737832,4.380926350594,4.65765115426024,1.28100748271486,392.775436242582,827.797763786366,575.988738664953,21.5445795339412
"265","Scenario 1",88,1,386.493007019829,3.76373775486856,12.8484471719163,13.2258392352769,7.49355968882869,36.2719743982167,4.38187912776654,4.6590612096371,1.28346887178748,393.560142459111,830.014748878275,577.215497826526,21.632001736865
"266","Scenario 1",88,2,386.559030756984,3.76382057598022,12.8454235939541,13.2269031240397,7.4921115564811,36.272073588565,4.381979737253,4.65919484520405,1.28376270732714,393.635811550152,830.224468085106,577.407606660822,21.579135909683
"267","Scenario 1",88,3,386.406229338544,3.7636295255141,12.8523266202024,13.2242968271323,7.49562161098594,36.2714364445099,4.38173962188662,4.65885322121085,1.28310722250071,393.485385222174,830.027268779852,577.276082505362,21.5445795339412
"268","Scenario 1",89,1,386.984364379794,3.76435068095773,12.826465048548,13.2346345540862,7.48195089652548,36.2749619816501,4.38266714177598,4.66022089334585,1.28551516779271,394.256455058619,832.238695903893,578.481844528793,21.632001736865
"269","Scenario 1",89,2,387.047770733825,3.76443028553361,12.8235512485222,13.2356363078417,7.48057496156373,36.2750130670818,4.38276302251616,4.6603464431628,1.28580026234286,394.330046026921,832.440338688667,578.668863088427,21.579135909683
"270","Scenario 1",89,3,386.89395491388,3.76423790734557,12.8305090771541,13.2330303310567,7.48409510228161,36.2744108626826,4.38252197172652,4.66000504395337,1.28513784337472,394.179509299464,832.268892024895,578.542600663808,21.5445795339412
"271","Scenario 1",9,1,263.471852945434,3.61239494749361,18.0324413912758,10.6331903452155,10.9823997494318,34.2294113459735,4.15997729472682,4.25272406130042,0.849749288545951,274.811893870314,620.189470256188,374.715473483609,22.2446808510638
"272","Scenario 1",9,2,263.496931321465,3.6124253709533,18.03144934756,10.6337711789395,10.9815567435391,34.2300694338626,4.16002754317549,4.25283193948076,0.849823157564735,274.830622883196,620.199265450861,374.710359190506,22.3423433203068
"273","Scenario 1",9,3,263.489949413808,3.61241733935595,18.0316592902733,10.6335641903379,10.9819305374463,34.2296445711469,4.16000840837287,4.25277572123752,0.849817042199777,274.824646511796,620.196428571429,374.718563097054,22.3039151830945
"274","Scenario 1",90,1,387.459119337097,3.76494302978694,12.8052056071939,13.2430976235286,7.47076590443711,36.2777618375686,4.38342702514937,4.66133520375514,1.28749782764132,394.937792878854,834.469926906933,579.730195023794,21.0358590244608
"275","Scenario 1",90,2,387.515879432624,3.76501436389593,12.8025860966982,13.2439730337889,7.46955084806571,36.2777588626829,4.38351203259243,4.66144441195998,1.28775620330078,395.006139600521,834.665353162542,579.909215471099,20.9829931972789
"276","Scenario 1",90,3,387.362600267767,3.76482259089396,12.8095296246285,13.2413957481071,7.47304402318039,36.2772023363767,4.38327255512255,4.66110697528665,1.28709322584587,394.855384209003,834.475665798234,579.787152287125,20.9484368215371
"277","Scenario 1",91,1,387.920237190621,3.76551846991501,12.7845407808422,13.2512895189771,7.45992741990824,36.2804118482022,4.3841638780068,4.66241255981203,1.28942794209005,395.604302612534,836.673154580981,580.957462103782,21.0358590244608
"278","Scenario 1",91,2,387.97202478651,3.76558362378082,12.7821403244028,13.2520681367292,7.45883435330436,36.280363510253,4.38424066841771,4.66250923832824,1.28966665442777,395.668992365031,836.869901577652,581.129946263744,20.9829931972789
"279","Scenario 1",91,3,387.820379179331,3.76539383561928,12.7890187619166,13.249536125326,7.46227732648366,36.2798518573555,4.38400439467265,4.66217782807482,1.2890081594889,395.520160370531,836.684943551889,581.015726790583,20.9484368215371
"280","Scenario 1",92,1,388.366688666956,3.76607570088727,12.7645191136481,13.2591966828226,7.4494560710864,36.2829165906478,4.38487623259256,4.66345122698653,1.29130050657023,396.257337747865,838.863200173686,582.16718026279,21.0358590244608
"281","Scenario 1",92,2,388.4144572297,3.76613587892994,12.7622927809592,13.2598910323247,7.44846578048888,36.2828187606144,4.38494616889044,4.6635370063585,1.29152418608754,396.319541105804,839.034708351426,582.334156224899,20.9829931972789
"282","Scenario 1",92,3,388.261716782458,3.76594464676637,12.7692320281262,13.257362452123,7.45191710857685,36.2823520798562,4.38470900921523,4.66320632837286,1.29085774138869,396.170059704733,838.882768852222,582.221485132841,20.9484368215371
"283","Scenario 1",93,1,388.798479591837,3.76661472791636,12.7451406554272,13.2668191900449,7.4393509654022,36.2852773702664,4.38556412605899,4.66445139805407,1.29311549676185,396.897626320741,841.058033000434,583.357700591194,21.0358590244608
"284","Scenario 1",93,2,388.84035044869,3.76666758554465,12.7431726611893,13.2673954120578,7.43850733006794,36.2851192720859,4.38562421192112,4.66452197159894,1.29331630670258,396.954181502388,841.213221884499,583.515498772216,21.0079244463743
"285","Scenario 1",93,3,388.688975647706,3.76647799631132,12.7500599692428,13.2649101887292,7.44191334339189,36.284701003527,4.38538990722757,4.66419692578368,1.29265285594549,396.805133014908,841.059241568968,583.412382968705,20.9484368215371
"286","Scenario 1",94,1,389.21583315241,3.76713584206602,12.7263935087691,13.2741562083765,7.42960915031092,36.2874870052597,4.38622778392856,4.66541322095305,1.29487445916057,397.522625416124,843.224294398611,584.530162174188,21.0358590244608
"287","Scenario 1",94,2,389.253690078159,3.76718371641372,12.7246014986123,13.274652712744,7.42886525919577,36.2872886450278,4.38628117467439,4.6654734379092,1.2950596349341,397.575924084527,843.385120856853,584.679837912811,21.0114705456651
"288","Scenario 1",94,3,389.102556846143,3.76699436488783,12.7314876143198,13.2721908411943,7.43225147799844,36.2869138254599,4.38604796177755,4.66515161096088,1.29439441399922,397.428147271675,843.201972065422,584.585123530629,20.9689535388624
"289","Scenario 1",95,1,389.619287270227,3.76763966754815,12.7082606800835,13.2812316700298,7.42020769794361,36.2895796951257,4.38686858465091,4.66633986924764,1.29657757286741,398.135439788681,845.357019829208,585.68602921256,21.0358590244608
"290","Scenario 1",95,2,389.653339665654,3.76768283768879,12.7066325865313,13.281646904796,7.4195625794612,36.2893305492704,4.3869154178551,4.66638947295683,1.29674876275946,398.186158380373,845.518450571718,585.82682224147,21.0319872629903
"291","Scenario 1",95,3,389.502474670719,3.76749372770437,12.7135207642541,13.2792174526148,7.42292175504226,36.2890187860497,4.38668366756154,4.66607218758408,1.29608061385206,398.038662252135,845.355149080909,585.739513206549,20.9689535388624
"292","Scenario 1",96,1,390.009666956144,3.76812724356455,12.6907037385012,13.2880572339729,7.41112930394163,36.2915537643061,4.38748774025924,4.66723288253215,1.2982287181732,398.73484009987,847.494380518165,586.823085410359,21.0358590244608
"293","Scenario 1",96,2,390.042611159357,3.76816906505129,12.6891201272934,13.2884416192342,7.41051740912796,36.2912754281468,4.38753242939755,4.66727859680135,1.29839682044945,398.785491641337,847.674583876104,586.96164521995,21.0319872629903
"294","Scenario 1",96,3,389.887986141265,3.7679751827712,12.6961889085404,13.2859689871827,7.41394708194333,36.2909948664914,4.38729555992523,4.66695590898814,1.29770946112122,398.63612932407,847.515338688667,586.878833283328,20.9689535388624
"295","Scenario 1",97,1,390.388365465335,3.76860030641204,12.6736606054491,13.2946575410939,7.40234031222296,36.2934186597935,4.38808750974307,4.66809573328841,1.29983367469877,399.323206578376,849.636875814155,587.945825534841,21.0358590244608
"296","Scenario 1",97,2,390.418381205674,3.7686385147904,12.6722019776705,13.2949767375542,7.40180605678738,36.2930959945379,4.3881270663855,4.66813299103703,1.2999913721812,399.372046316399,849.816644955855,588.077962826239,21.0319872629903
"297","Scenario 1",97,3,390.26271710812,3.76844324451875,12.679331120901,13.2925129408118,7.40523993080302,36.292869765857,4.38788954794947,4.66781168198767,1.29929568287949,399.221698979592,849.638999855261,588.001142864416,20.9724996381531
"298","Scenario 1",98,1,390.755867853524,3.76905944532988,12.6571119721657,13.3010459679145,7.39382574049831,36.2951877708209,4.38866884654729,4.66893023094591,1.30139377459836,399.900530286583,851.761846866406,589.054331162885,21.0358590244608
"299","Scenario 1",98,2,390.783658488927,3.76909491047024,12.6557479958608,13.301314959549,7.39335091164753,36.2948300503514,4.38870448089386,4.66896098478339,1.30154366024842,399.947735164279,851.932218844985,589.180218639188,21.0319872629903
"300","Scenario 1",98,3,390.623557497467,3.76889401685771,12.6630890376495,13.2987974593778,7.39686959606087,36.2946352970118,4.38846083544336,4.66863301644234,1.30082567596259,399.794442574902,851.759328412216,589.105624377238,20.9724996381531
"301","Scenario 1",99,1,391.113664640324,3.76950653002152,12.6409895836857,13.3072454393128,7.38555237805442,36.296863215419,4.38923403101067,4.66973955413288,1.30291572063119,400.467777283254,853.875857577073,590.14849291531,21.0358590244608
"302","Scenario 1",99,2,391.137608264582,3.76953721788894,12.6397944579199,13.3074385277721,7.38517293455661,36.2964677549631,4.38926326137884,4.66976041501824,1.30305056123506,400.51246819366,854.059574468085,590.26589342426,21.0319872629903
"303","Scenario 1",99,3,390.974378274714,3.7693323526626,12.6472858278348,13.3048853018454,7.38875029853345,36.296299154847,4.38901535748972,4.66942794147026,1.30231657233184,400.357499674338,853.882627731944,590.199075683347,20.9740917643653
"304","Scenario 10",0,1,239.154498588797,3.582905376858,18.9927689604526,10.0679378976533,11.8028234952231,33.5850141264545,4.11113359183111,4.14762924606448,0.77852234400768,260.749451331596,598.594941380808,344.991306886393,21.8670574612824
"305","Scenario 10",0,2,239.154498588797,3.582905376858,18.9927689604526,10.0679378976533,11.8028234952231,33.5850141264545,4.11113359183111,4.14762924606448,0.77852234400768,260.749451331596,598.594941380808,344.991306886393,21.8670574612824
"306","Scenario 10",0,3,239.154498588797,3.582905376858,18.9927689604526,10.0679378976533,11.8028234952231,33.5850141264545,4.11113359183111,4.14762924606448,0.77852234400768,260.749451331596,598.594941380808,344.991306886393,21.8670574612824
"307","Scenario 10",1,1,242.251232450427,3.5866555922304,18.8712576375275,10.1401870860719,11.6965379941418,33.6696387071511,4.11741374847786,4.16131621083942,0.787435359528769,261.658702091475,601.033626429295,348.667724189536,21.8670574612824
"308","Scenario 10",1,2,242.251232450427,3.5866555922304,18.8712576375275,10.1401870860719,11.6965379941418,33.6696387071511,4.11741374847786,4.16131621083942,0.787435359528769,261.658702091475,601.033626429295,348.667724189536,21.8670574612824
"309","Scenario 10",1,3,242.251232450427,3.5866555922304,18.8712576375275,10.1401870860719,11.6965379941418,33.6696387071511,4.11741374847786,4.16131621083942,0.787435359528769,261.658702091475,601.033626429295,348.667724189536,21.8670574612824
"310","Scenario 10",10,1,136.958420646982,3.46003907357982,22.867480159048,7.61493178918755,15.610964512865,30.3282802138958,3.89349178403593,3.64467988683001,0.512657627672776,200.327300767115,605.772401939499,137.353195773613,22.0137501809234
