"","Scenario","Time","Replicate","AGB_M","SRR_M","Min_rate_M","Fungi_M","GF_M","Lichen_M","Aesthetic_M","Recreation_M","Fungi_val_M","Carbon_stock_M","Nitrogen_stock_M","Timber_M","Tree_richness_M"
"75","Scenario 1",3,3,246.818575625995,3.59217521630957,18.6937844349469,10.2480816029424,11.5362029736445,33.8009679512939,4.12681204813465,4.18219276288508,0.80019413798276,263.724245332175,605.50766391663,353.269419867988,21.9866840353163
"76","Scenario 1",30,1,317.772401215805,3.67881499196984,15.8019086969212,11.833266460196,9.33000279936531,35.3537352794856,4.2623832096551,4.45400087264977,1.0277706208882,320.268529599074,679.342220292372,454.594845032126,22.5772543059777
"77","Scenario 1",30,2,317.891062708062,3.67896008374105,15.7970425535657,11.8359592301541,9.32640776056552,35.3562694915684,4.26260753552974,4.45443981254097,1.02815452865012,320.366095599942,679.416659429729,454.624736441801,22.6784990591981
"78","Scenario 1",30,3,317.78923501954,3.67883459891143,15.8013659030491,11.8338351121071,9.32922693791811,35.3546940954618,4.26242635059251,4.45411586156264,1.02778842810563,320.285254884933,679.361238963671,454.516721983583,22.5725141120278
"79","Scenario 1",31,1,319.827497539441,3.68133973761011,15.7158332908235,11.8772135862955,9.27077298156965,35.390011105574,4.26613091095905,4.46098824154754,1.0348874010414,322.165854211898,682.138927485888,457.831009681676,22.5772543059777
"80","Scenario 1",31,2,319.948020589087,3.68148707498417,15.7108954302476,11.8799574823046,9.26711473117,35.3926059306388,4.26635910448103,4.46143549011934,1.03527602548394,322.2662696121,682.24742726878,457.859894882354,22.6784990591981
"81","Scenario 1",31,3,319.840524750326,3.68135460997718,15.7154587058172,11.877715165074,9.27009265560683,35.3909405652254,4.26616777655918,4.46109318945546,1.03488967624902,322.181260131712,682.187737009698,457.750367548845,22.5739253148068
"82","Scenario 1",32,1,321.828915110725,3.68379914062422,15.6319149982661,11.9199313026967,9.21327199455084,35.4249946666918,4.26977368974551,4.46775854515024,1.04183920107216,324.032229266175,684.970813431756,461.007931133243,22.5780865537704
"83","Scenario 1",32,2,321.950887718917,3.68394833033482,15.6269056185781,11.9226977568821,9.20959399372191,35.4275744388206,4.27000368352804,4.46820640457592,1.04223525478711,324.134062490954,685.051928643798,461.036445750088,22.6990157765234
"84","Scenario 1",32,3,321.838026125344,3.68380921836637,15.6317019400073,11.9203459466247,9.21270904737335,35.4258447442079,4.26980322134399,4.46784929151232,1.04182853270418,324.044928318136,685.021059487625,460.924108060577,22.5739253148068
"85","Scenario 1",33,1,323.778313685048,3.68619513465805,15.5501002308229,11.9614748111197,9.15742294480879,35.4587792872527,4.27331579075717,4.47432303168994,1.04862783505755,325.86930373426,687.775492111738,464.127961481945,22.5780865537704
"86","Scenario 1",33,2,323.901911094225,3.68634646179881,15.545001444381,11.9642542592102,9.15373912210246,35.4613039946849,4.27354709214401,4.47476827896734,1.0490345400769,325.971606382979,687.890678824721,464.159582244627,22.6990157765234
"87","Scenario 1",33,3,323.783459075119,3.68620040045437,15.5500442109987,11.9617932159754,9.1569906728036,35.4595227171761,4.2733373973434,4.47439709494268,1.04860568206063,325.877571175279,687.81790418295,464.041610652163,22.5750832247793
"88","Scenario 1",34,1,325.677642567665,3.68853025424993,15.4702862251794,12.0018568704634,9.10320647225185,35.4913116268944,4.27675914787747,4.4806808299098,1.05526541373687,327.671811405413,690.603593139383,467.191505262363,22.6032349109857
"89","Scenario 1",34,2,325.803603705312,3.68868452880045,15.4650818633453,12.0046822787632,9.09946819775452,35.4938537045313,4.27699424569583,4.48113144510276,1.05568174134531,327.777579461572,690.689640324215,467.223499103185,22.7239470256188
"90","Scenario 1",34,3,325.679768056159,3.6885318485079,15.470350873104,12.002103518807,9.10287182788776,35.4919782105146,4.27677480045449,4.48074253884786,1.05523423634604,327.678431249095,690.646301925025,467.104667294357,22.5750832247793
"91","Scenario 1",35,1,327.528901396729,3.69080678659461,15.3924148292626,12.0411549876909,9.0505198595947,35.522732150341,4.28010936127196,4.48684758538592,1.06175237816774,329.443760276451,693.414122883196,470.201055234954,22.6032349109857
"92","Scenario 1",35,2,327.654062346215,3.69096018630546,15.3872276303109,12.0439453432561,9.04683540818751,35.5251951059669,4.28034173492584,4.48728934769975,1.06216984930269,329.549907982342,693.522810826458,470.233507257039,22.744463742944
"93","Scenario 1",35,3,327.528120169344,3.69080481840304,15.392599931942,12.0413356727821,9.05027032071007,35.5233411493419,4.28011962364998,4.48689920350441,1.06171157215202,329.448211210016,693.430149080909,470.110968725267,22.5750832247793
"94","Scenario 1",36,1,329.336527681285,3.69303019201064,15.3162988668978,12.0794572368881,8.9992349235623,35.5531100287305,4.28337442936382,4.49283822865026,1.06810468947606,331.188796931539,696.20238457085,473.159961445958,22.6034520191055
"95","Scenario 1",36,2,329.46178698075,3.69318379639998,15.3110948778676,12.0822356873957,8.99557145323192,35.5555244993327,4.28360600477189,4.49327561710135,1.0685255429079,331.294823527283,696.307902735562,473.192155234449,22.744463742944
"96","Scenario 1",36,3,329.331801309886,3.6930234554843,15.3166373622481,12.0795381711111,8.99912029645208,35.5536013544968,4.2833765934369,4.49287229497715,1.0680531891049,331.190089412361,696.210764944276,473.068100352473,22.5750832247793
"97","Scenario 1",37,1,331.102278079317,3.69520263718694,15.2418634654056,12.1167992473871,8.94930317995821,35.5824708679127,4.28655745704949,4.49865826423777,1.07432877384027,332.905298632219,698.969127225358,476.068630716008,22.6034520191055
"98","Scenario 1",37,2,331.226306375742,3.69535479325049,15.2367013650676,12.1195413041806,8.94569363770793,35.5848254921452,4.28678603783151,4.49908778732904,1.074747651008,333.010450752641,699.081864235056,476.103467439543,22.744463742944
"99","Scenario 1",37,3,331.093374041106,3.69519080760748,15.242370994254,12.1167843038052,8.94932012286778,35.5828647469235,4.28655154222928,4.49867588893001,1.07426422867489,332.902983463598,699.003600376321,475.976793588517,22.5776523375308
"100","Scenario 1",38,1,332.827796026921,3.69732617718853,15.1690343429694,12.153207047835,8.90068579793766,35.6108191677613,4.28966101829075,4.50431133099623,1.08043178326104,334.594733065567,701.78385801129,478.931923329122,22.6034520191055
"101","Scenario 1",38,2,332.95243074251,3.69747913571772,15.163838160478,12.1559555060372,8.89707651594301,35.6131516479455,4.2898900231387,4.5047393607819,1.08085468212156,334.700291648574,701.875021710812,478.97122817755,22.744463742944
"102","Scenario 1",38,3,332.816208242872,3.69731109428647,15.1696476684602,12.1531282851995,8.900792922696,35.6111399181244,4.28964969584022,4.50431727802596,1.08035948321353,334.58983832682,701.80996888117,478.83914268449,22.5776523375308
"103","Scenario 1",39,1,334.515197206542,3.69940340865531,15.0977232700461,12.1887266632102,8.8533211504054,35.6381936188268,4.29268899522122,4.50980463706678,1.08642093162094,336.25794510783,704.54230713562,481.747893234035,22.6034520191055
"104","Scenario 1",39,2,334.642229989868,3.6995593423769,15.0924222504802,12.191521978964,8.84965123209737,35.6405513357656,4.2929220334098,4.51023915281505,1.08685316892677,336.366071392387,704.660276451006,481.795112707608,22.7696121001592
"105","Scenario 1",39,3,334.505387103778,3.69939047551014,15.0982673036553,12.1886943108508,8.85336869131553,35.6385681980891,4.29268130899441,4.50981835980465,1.08635341083014,336.253067991026,704.583391228832,481.660414632129,22.6041757128383
"106","Scenario 1",4,1,249.376842270951,3.59527432356274,18.5932524910476,10.3078499683921,11.4488228766116,33.8705319563073,4.13198908965449,4.19344439617706,0.807580759665438,265.188804240845,607.796124620061,356.272565958169,21.9915327833261
"107","Scenario 1",4,2,249.384540020263,3.59528366737049,18.5929471699406,10.3080209863217,11.4485619201392,33.8707242586058,4.13200443824093,4.19347717195637,0.807603948232292,265.194608336952,607.808431031987,356.274101499141,21.9680489216963
"108","Scenario 1",4,3,249.376743233464,3.59527431604717,18.5932393894254,10.3078356021174,11.4488616390495,33.8704666488519,4.13198756632328,4.19343719858053,0.807584201210149,265.188485960342,607.793461427124,356.269284995979,21.9866840353163
"109","Scenario 1",40,1,336.166442357794,3.70143665650711,15.027860802086,12.2234105765885,8.80712719985873,35.6646771061334,4.29564595284629,4.51514987123734,1.09230015246048,337.894553842814,707.347875958894,484.524181946233,22.6034520191055
"110","Scenario 1",40,2,336.294504884933,3.70159394922772,15.0225024594804,12.2262112481094,8.80345374781863,35.6669958333347,4.29587977309979,4.51558264235692,1.09273941101028,338.003983029382,707.428567810103,484.575853086262,22.7696121001592
"111","Scenario 1",40,3,336.158529743812,3.70142608140809,15.028321292781,12.223415397058,8.80712821698102,35.6650696089456,4.29564140861908,4.51516841586446,1.09224012000507,337.89156578376,707.349826313504,484.441097834693,22.6043928209582
"112","Scenario 1",41,1,337.788047582863,3.7034339531794,14.9591699071591,12.2573934457616,8.76192367946541,35.6903675720671,4.29854344943632,4.52036754313551,1.09809299798202,339.509761181068,710.109313938341,487.258466877159,22.6034520191055
"113","Scenario 1",41,2,337.919418512086,3.70359534891016,14.9536671718547,12.2602617400855,8.7581673721965,35.6927232704025,4.29878284005886,4.52080903586837,1.09854493228914,339.621155955999,710.235674482559,487.315701370903,22.7696121001592
"114","Scenario 1",41,3,337.78156231003,3.70342512172731,14.9595721087017,12.2574337412388,8.76188234035985,35.6907930790372,4.29854161249898,4.520391176994,1.0980373737976,339.50722575626,710.148939788681,487.175497795933,22.6043928209582
"115","Scenario 1",42,1,339.378643653206,3.7053935555059,14.8917171558557,12.2906563502339,8.71773274518926,35.7152773094917,4.30137969682549,4.52545636054281,1.10379250340842,341.103045194674,712.866909104067,489.952220019071,22.6283832682009
"116","Scenario 1",42,2,339.513451838182,3.70555921217185,14.8860646876928,12.2935977517352,8.71389102527916,35.7176738883399,4.3016248871434,4.52590675707399,1.10425740247554,341.217430453032,712.985971196989,490.015889287008,22.7707700101317
"117","Scenario 1",42,3,339.37107211608,3.70538334077937,14.8921722234566,12.2906892551866,8.71771254242374,35.7157171506583,4.30137642109635,4.52547827802212,1.10373093723654,341.099141590679,712.914151830945,489.86840657403,22.6043928209582
"118","Scenario 1",43,1,340.938672202924,3.70731598809659,14.8254867632636,12.323214459014,8.67453775287033,35.7394256706639,4.30415569237362,4.53041843492218,1.10939939249144,342.673698617745,715.652800694746,492.605128102589,22.6295411781734
"119","Scenario 1",43,2,341.07661658706,3.70748554169295,14.8196962873769,12.326220548554,8.67062048251395,35.7418538321239,4.30440606943884,4.53087649061025,1.10987648155367,342.789921623969,715.75010855406,492.671796070919,22.7707700101317
"120","Scenario 1",43,3,340.933098422348,3.70730827666142,14.8258507544046,12.323282964509,8.67447436354997,35.7398718393192,4.30415548288683,4.53044425479181,1.10934646239104,342.670721305544,715.673791431466,492.524029104097,22.6043928209582
"121","Scenario 1",44,1,342.468117962078,3.70920115108711,14.7604916245239,12.3550820693303,8.63231659484323,35.7628615290745,4.30687234960172,4.53525814279614,1.11491061416577,344.222326964828,718.398187147199,495.21321793052,22.6613113330439
